"Scenario","Year","Unit","Variable","Value"
"Current Measures","2014","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-27.000000"
"Current Measures","2015","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","4.000000"
"Current Measures","2016","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-9.000000"
"Current Measures","2017","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-19.000000"
"Current Measures","2018","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-17.000000"
"Current Measures","2019","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-25.000000"
"Current Measures","2020","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-22.000000"
"Current Measures","2021","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-29.000000"
"Current Measures","2022","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","9.000000"
"Current Measures","2023","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-39.000000"
"Current Measures","2024","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-7.000000"
"Current Measures","2025","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-24.000000"
"Current Measures","2026","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-21.000000"
"Current Measures","2027","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-22.000000"
"Current Measures","2028","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-22.000000"
"Current Measures","2029","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-22.000000"
"Current Measures","2030","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-25.000000"
"Current Measures","2031","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-26.000000"
"Current Measures","2032","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-26.000000"
"Current Measures","2033","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-25.000000"
"Current Measures","2034","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-27.000000"
"Current Measures","2035","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-30.000000"
"Current Measures","2036","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-30.000000"
"Current Measures","2037","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-30.000000"
"Current Measures","2038","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-30.000000"
"Current Measures","2039","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-30.000000"
"Current Measures","2040","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-30.000000"
"Current Measures","2041","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-30.000000"
"Current Measures","2042","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-30.000000"
"Current Measures","2043","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-30.000000"
"Current Measures","2044","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-30.000000"
"Current Measures","2045","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-30.000000"
"Current Measures","2046","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-30.000000"
"Current Measures","2047","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-30.000000"
"Current Measures","2048","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-30.000000"
"Current Measures","2049","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-30.000000"
"Current Measures","2050","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-30.000000"
"Current Measures","2005","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.000000"
"Current Measures","2006","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.000000"
"Current Measures","2007","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.000000"
"Current Measures","2008","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.000000"
"Current Measures","2009","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.000000"
"Current Measures","2010","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.000000"
"Current Measures","2011","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.000000"
"Current Measures","2012","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.000000"
"Current Measures","2013","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.000000"
"Current Measures","2014","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.000000"
"Current Measures","2015","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.000000"
"Current Measures","2016","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.000000"
"Current Measures","2017","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.000000"
"Current Measures","2018","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.000000"
"Current Measures","2019","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.000000"
"Current Measures","2020","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.000000"
"Current Measures","2021","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.000000"
"Current Measures","2022","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.000000"
"Current Measures","2023","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.000000"
"Current Measures","2024","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.000000"
"Current Measures","2025","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.000000"
"Current Measures","2026","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.040000"
"Current Measures","2027","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.060000"
"Current Measures","2028","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.110000"
"Current Measures","2029","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.140000"
"Current Measures","2030","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.150000"
"Current Measures","2031","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.200000"
"Current Measures","2032","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.230000"
"Current Measures","2033","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.260000"
"Current Measures","2034","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.290000"
"Current Measures","2035","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.310000"
"Current Measures","2036","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.320000"
"Current Measures","2037","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.320000"
"Current Measures","2038","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.340000"
"Current Measures","2039","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.370000"
"Current Measures","2040","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.430000"
"Current Measures","2041","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.450000"
"Current Measures","2042","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.470000"
"Current Measures","2043","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.490000"
"Current Measures","2044","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.520000"
"Current Measures","2045","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.530000"
"Current Measures","2046","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.540000"
"Current Measures","2047","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.550000"
"Current Measures","2048","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.560000"
"Current Measures","2049","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.570000"
"Current Measures","2050","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.590000"
"Current Measures","2005","Megatonnes CO2e","Oil and Gas","194.460000"
"Current Measures","2006","Megatonnes CO2e","Oil and Gas","202.190000"
"Current Measures","2007","Megatonnes CO2e","Oil and Gas","206.520000"
"Current Measures","2008","Megatonnes CO2e","Oil and Gas","202.830000"
"Current Measures","2009","Megatonnes CO2e","Oil and Gas","197.870000"
"Current Measures","2010","Megatonnes CO2e","Oil and Gas","203.430000"
"Current Measures","2011","Megatonnes CO2e","Oil and Gas","210.080000"
"Current Measures","2012","Megatonnes CO2e","Oil and Gas","216.200000"
"Current Measures","2013","Megatonnes CO2e","Oil and Gas","222.950000"
"Current Measures","2014","Megatonnes CO2e","Oil and Gas","227.690000"
"Current Measures","2015","Megatonnes CO2e","Oil and Gas","226.040000"
"Current Measures","2016","Megatonnes CO2e","Oil and Gas","207.980000"
"Current Measures","2017","Megatonnes CO2e","Oil and Gas","216.460000"
"Current Measures","2018","Megatonnes CO2e","Oil and Gas","223.110000"
"Current Measures","2019","Megatonnes CO2e","Oil and Gas","222.350000"
"Current Measures","2020","Megatonnes CO2e","Oil and Gas","204.450000"
"Current Measures","2021","Megatonnes CO2e","Oil and Gas","211.070000"
"Current Measures","2022","Megatonnes CO2e","Oil and Gas","209.400000"
"Current Measures","2023","Megatonnes CO2e","Oil and Gas","207.960000"
"Current Measures","2024","Megatonnes CO2e","Oil and Gas","205.070000"
"Current Measures","2025","Megatonnes CO2e","Oil and Gas","199.110000"
"Current Measures","2026","Megatonnes CO2e","Oil and Gas","198.970000"
"Current Measures","2027","Megatonnes CO2e","Oil and Gas","199.840000"
"Current Measures","2028","Megatonnes CO2e","Oil and Gas","199.840000"
"Current Measures","2029","Megatonnes CO2e","Oil and Gas","199.430000"
"Current Measures","2030","Megatonnes CO2e","Oil and Gas","196.990000"
"Current Measures","2031","Megatonnes CO2e","Oil and Gas","194.200000"
"Current Measures","2032","Megatonnes CO2e","Oil and Gas","192.530000"
"Current Measures","2033","Megatonnes CO2e","Oil and Gas","191.870000"
"Current Measures","2034","Megatonnes CO2e","Oil and Gas","192.520000"
"Current Measures","2035","Megatonnes CO2e","Oil and Gas","189.620000"
"Current Measures","2036","Megatonnes CO2e","Oil and Gas","186.170000"
"Current Measures","2037","Megatonnes CO2e","Oil and Gas","186.440000"
"Current Measures","2038","Megatonnes CO2e","Oil and Gas","187.000000"
"Current Measures","2039","Megatonnes CO2e","Oil and Gas","187.730000"
"Current Measures","2040","Megatonnes CO2e","Oil and Gas","188.520000"
"Current Measures","2041","Megatonnes CO2e","Oil and Gas","188.080000"
"Current Measures","2042","Megatonnes CO2e","Oil and Gas","187.480000"
"Current Measures","2043","Megatonnes CO2e","Oil and Gas","187.080000"
"Current Measures","2044","Megatonnes CO2e","Oil and Gas","187.220000"
"Current Measures","2045","Megatonnes CO2e","Oil and Gas","185.290000"
"Current Measures","2046","Megatonnes CO2e","Oil and Gas","184.570000"
"Current Measures","2047","Megatonnes CO2e","Oil and Gas","183.440000"
"Current Measures","2048","Megatonnes CO2e","Oil and Gas","182.660000"
"Current Measures","2049","Megatonnes CO2e","Oil and Gas","180.980000"
"Current Measures","2050","Megatonnes CO2e","Oil and Gas","176.160000"
"Current Measures","2005","Megatonnes CO2e","Total","758.720000"
"Current Measures","2006","Megatonnes CO2e","Total","751.850000"
"Current Measures","2007","Megatonnes CO2e","Total","778.350000"
"Current Measures","2008","Megatonnes CO2e","Total","759.780000"
"Current Measures","2009","Megatonnes CO2e","Total","700.210000"
"Current Measures","2010","Megatonnes CO2e","Total","738.030000"
"Current Measures","2011","Megatonnes CO2e","Total","754.730000"
"Current Measures","2012","Megatonnes CO2e","Total","742.170000"
"Current Measures","2013","Megatonnes CO2e","Total","747.040000"
"Current Measures","2014","Megatonnes CO2e","Total","720.500000"
"Current Measures","2015","Megatonnes CO2e","Total","746.050000"
"Current Measures","2016","Megatonnes CO2e","Total","715.900000"
"Current Measures","2017","Megatonnes CO2e","Total","718.610000"
"Current Measures","2018","Megatonnes CO2e","Total","730.050000"
"Current Measures","2019","Megatonnes CO2e","Total","722.300000"
"Current Measures","2020","Megatonnes CO2e","Total","660.300000"
"Current Measures","2021","Megatonnes CO2e","Total","664.590000"
"Current Measures","2022","Megatonnes CO2e","Total","708.910000"
"Current Measures","2023","Megatonnes CO2e","Total","654.920000"
"Current Measures","2024","Megatonnes CO2e","Total","665.850000"
"Current Measures","2025","Megatonnes CO2e","Total","632.440000"
"Current Measures","2026","Megatonnes CO2e","Total","626.030000"
"Current Measures","2027","Megatonnes CO2e","Total","623.470000"
"Current Measures","2028","Megatonnes CO2e","Total","618.070000"
"Current Measures","2029","Megatonnes CO2e","Total","611.740000"
"Current Measures","2030","Megatonnes CO2e","Total","598.540000"
"Current Measures","2031","Megatonnes CO2e","Total","584.350000"
"Current Measures","2032","Megatonnes CO2e","Total","578.380000"
"Current Measures","2033","Megatonnes CO2e","Total","574.370000"
"Current Measures","2034","Megatonnes CO2e","Total","571.450000"
"Current Measures","2035","Megatonnes CO2e","Total","561.730000"
"Current Measures","2036","Megatonnes CO2e","Total","555.550000"
"Current Measures","2037","Megatonnes CO2e","Total","556.210000"
"Current Measures","2038","Megatonnes CO2e","Total","557.610000"
"Current Measures","2039","Megatonnes CO2e","Total","559.640000"
"Current Measures","2040","Megatonnes CO2e","Total","561.800000"
"Current Measures","2041","Megatonnes CO2e","Total","561.050000"
"Current Measures","2042","Megatonnes CO2e","Total","560.820000"
"Current Measures","2043","Megatonnes CO2e","Total","560.560000"
"Current Measures","2044","Megatonnes CO2e","Total","562.300000"
"Current Measures","2045","Megatonnes CO2e","Total","560.330000"
"Current Measures","2046","Megatonnes CO2e","Total","560.100000"
"Current Measures","2047","Megatonnes CO2e","Total","560.310000"
"Current Measures","2048","Megatonnes CO2e","Total","561.900000"
"Current Measures","2049","Megatonnes CO2e","Total","559.760000"
"Current Measures","2050","Megatonnes CO2e","Total","546.190000"
"Current Measures","2005","Megatonnes CO2e","Transportation","156.220000"
"Current Measures","2006","Megatonnes CO2e","Transportation","157.090000"
"Current Measures","2007","Megatonnes CO2e","Transportation","162.040000"
"Current Measures","2008","Megatonnes CO2e","Transportation","162.600000"
"Current Measures","2009","Megatonnes CO2e","Transportation","161.460000"
"Current Measures","2010","Megatonnes CO2e","Transportation","165.000000"
"Current Measures","2011","Megatonnes CO2e","Transportation","163.930000"
"Current Measures","2012","Megatonnes CO2e","Transportation","164.130000"
"Current Measures","2013","Megatonnes CO2e","Transportation","166.680000"
"Current Measures","2014","Megatonnes CO2e","Transportation","164.280000"
"Current Measures","2015","Megatonnes CO2e","Transportation","162.260000"
"Current Measures","2016","Megatonnes CO2e","Transportation","161.950000"
"Current Measures","2017","Megatonnes CO2e","Transportation","164.880000"
"Current Measures","2018","Megatonnes CO2e","Transportation","168.950000"
"Current Measures","2019","Megatonnes CO2e","Transportation","168.950000"
"Current Measures","2020","Megatonnes CO2e","Transportation","142.060000"
"Current Measures","2021","Megatonnes CO2e","Transportation","148.610000"
"Current Measures","2022","Megatonnes CO2e","Transportation","155.110000"
"Current Measures","2023","Megatonnes CO2e","Transportation","156.590000"
"Current Measures","2024","Megatonnes CO2e","Transportation","153.300000"
"Current Measures","2025","Megatonnes CO2e","Transportation","151.730000"
"Current Measures","2026","Megatonnes CO2e","Transportation","150.300000"
"Current Measures","2027","Megatonnes CO2e","Transportation","149.830000"
"Current Measures","2028","Megatonnes CO2e","Transportation","148.150000"
"Current Measures","2029","Megatonnes CO2e","Transportation","146.390000"
"Current Measures","2030","Megatonnes CO2e","Transportation","144.620000"
"Current Measures","2031","Megatonnes CO2e","Transportation","142.950000"
"Current Measures","2032","Megatonnes CO2e","Transportation","141.650000"
"Current Measures","2033","Megatonnes CO2e","Transportation","140.070000"
"Current Measures","2034","Megatonnes CO2e","Transportation","138.690000"
"Current Measures","2035","Megatonnes CO2e","Transportation","137.310000"
"Current Measures","2036","Megatonnes CO2e","Transportation","135.990000"
"Current Measures","2037","Megatonnes CO2e","Transportation","134.820000"
"Current Measures","2038","Megatonnes CO2e","Transportation","133.520000"
"Current Measures","2039","Megatonnes CO2e","Transportation","132.430000"
"Current Measures","2040","Megatonnes CO2e","Transportation","131.430000"
"Current Measures","2041","Megatonnes CO2e","Transportation","130.410000"
"Current Measures","2042","Megatonnes CO2e","Transportation","129.410000"
"Current Measures","2043","Megatonnes CO2e","Transportation","128.470000"
"Current Measures","2044","Megatonnes CO2e","Transportation","127.710000"
"Current Measures","2045","Megatonnes CO2e","Transportation","127.080000"
"Current Measures","2046","Megatonnes CO2e","Transportation","126.620000"
"Current Measures","2047","Megatonnes CO2e","Transportation","126.330000"
"Current Measures","2048","Megatonnes CO2e","Transportation","126.240000"
"Current Measures","2049","Megatonnes CO2e","Transportation","126.240000"
"Current Measures","2050","Megatonnes CO2e","Transportation","126.350000"
"Current Measures","2005","Megatonnes CO2e","Waste and Others","54.040000"
"Current Measures","2006","Megatonnes CO2e","Waste and Others","52.790000"
"Current Measures","2007","Megatonnes CO2e","Waste and Others","52.560000"
"Current Measures","2008","Megatonnes CO2e","Waste and Others","51.050000"
"Current Measures","2009","Megatonnes CO2e","Waste and Others","46.420000"
"Current Measures","2010","Megatonnes CO2e","Waste and Others","48.130000"
"Current Measures","2011","Megatonnes CO2e","Waste and Others","49.500000"
"Current Measures","2012","Megatonnes CO2e","Waste and Others","49.560000"
"Current Measures","2013","Megatonnes CO2e","Waste and Others","50.330000"
"Current Measures","2014","Megatonnes CO2e","Waste and Others","48.240000"
"Current Measures","2015","Megatonnes CO2e","Waste and Others","49.150000"
"Current Measures","2016","Megatonnes CO2e","Waste and Others","50.530000"
"Current Measures","2017","Megatonnes CO2e","Waste and Others","50.970000"
"Current Measures","2018","Megatonnes CO2e","Waste and Others","51.780000"
"Current Measures","2019","Megatonnes CO2e","Waste and Others","51.960000"
"Current Measures","2020","Megatonnes CO2e","Waste and Others","48.230000"
"Current Measures","2021","Megatonnes CO2e","Waste and Others","49.180000"
"Current Measures","2022","Megatonnes CO2e","Waste and Others","49.930000"
"Current Measures","2023","Megatonnes CO2e","Waste and Others","50.160000"
"Current Measures","2024","Megatonnes CO2e","Waste and Others","47.110000"
"Current Measures","2025","Megatonnes CO2e","Waste and Others","46.730000"
"Current Measures","2026","Megatonnes CO2e","Waste and Others","46.710000"
"Current Measures","2027","Megatonnes CO2e","Waste and Others","47.150000"
"Current Measures","2028","Megatonnes CO2e","Waste and Others","47.050000"
"Current Measures","2029","Megatonnes CO2e","Waste and Others","46.900000"
"Current Measures","2030","Megatonnes CO2e","Waste and Others","46.890000"
"Current Measures","2031","Megatonnes CO2e","Waste and Others","47.090000"
"Current Measures","2032","Megatonnes CO2e","Waste and Others","47.590000"
"Current Measures","2033","Megatonnes CO2e","Waste and Others","47.880000"
"Current Measures","2034","Megatonnes CO2e","Waste and Others","48.190000"
"Current Measures","2035","Megatonnes CO2e","Waste and Others","48.560000"
"Current Measures","2036","Megatonnes CO2e","Waste and Others","48.900000"
"Current Measures","2037","Megatonnes CO2e","Waste and Others","49.270000"
"Current Measures","2038","Megatonnes CO2e","Waste and Others","49.520000"
"Current Measures","2039","Megatonnes CO2e","Waste and Others","49.760000"
"Current Measures","2040","Megatonnes CO2e","Waste and Others","50.090000"
"Current Measures","2041","Megatonnes CO2e","Waste and Others","50.300000"
"Current Measures","2042","Megatonnes CO2e","Waste and Others","50.520000"
"Current Measures","2043","Megatonnes CO2e","Waste and Others","50.730000"
"Current Measures","2044","Megatonnes CO2e","Waste and Others","51.000000"
"Current Measures","2045","Megatonnes CO2e","Waste and Others","51.240000"
"Current Measures","2046","Megatonnes CO2e","Waste and Others","51.530000"
"Current Measures","2047","Megatonnes CO2e","Waste and Others","51.850000"
"Current Measures","2048","Megatonnes CO2e","Waste and Others","52.270000"
"Current Measures","2049","Megatonnes CO2e","Waste and Others","52.550000"
"Current Measures","2050","Megatonnes CO2e","Waste and Others","52.830000"
"Higher Scenario","2005","Megatonnes CO2e","Agriculture","65.680000"
"Higher Scenario","2006","Megatonnes CO2e","Agriculture","64.300000"
"Higher Scenario","2007","Megatonnes CO2e","Agriculture","64.180000"
"Higher Scenario","2008","Megatonnes CO2e","Agriculture","63.600000"
"Higher Scenario","2009","Megatonnes CO2e","Agriculture","60.590000"
"Higher Scenario","2010","Megatonnes CO2e","Agriculture","60.610000"
"Higher Scenario","2011","Megatonnes CO2e","Agriculture","61.490000"
"Higher Scenario","2012","Megatonnes CO2e","Agriculture","63.430000"
"Higher Scenario","2013","Megatonnes CO2e","Agriculture","65.200000"
"Higher Scenario","2014","Megatonnes CO2e","Agriculture","64.300000"
"Higher Scenario","2015","Megatonnes CO2e","Agriculture","65.720000"
"Higher Scenario","2016","Megatonnes CO2e","Agriculture","66.740000"
"Higher Scenario","2017","Megatonnes CO2e","Agriculture","67.310000"
"Higher Scenario","2018","Megatonnes CO2e","Agriculture","69.050000"
"Higher Scenario","2019","Megatonnes CO2e","Agriculture","69.310000"
"Higher Scenario","2020","Megatonnes CO2e","Agriculture","70.120000"
"Higher Scenario","2021","Megatonnes CO2e","Agriculture","69.330000"
"Higher Scenario","2022","Megatonnes CO2e","Agriculture","70.090000"
"Higher Scenario","2023","Megatonnes CO2e","Agriculture","69.390000"
"Higher Scenario","2024","Megatonnes CO2e","Agriculture","72.080000"
"Higher Scenario","2025","Megatonnes CO2e","Agriculture","71.590000"
"Higher Scenario","2026","Megatonnes CO2e","Agriculture","71.050000"
"Higher Scenario","2027","Megatonnes CO2e","Agriculture","71.140000"
"Higher Scenario","2028","Megatonnes CO2e","Agriculture","71.060000"
"Higher Scenario","2029","Megatonnes CO2e","Agriculture","71.210000"
"Higher Scenario","2030","Megatonnes CO2e","Agriculture","71.480000"
"Higher Scenario","2031","Megatonnes CO2e","Agriculture","71.920000"
"Higher Scenario","2032","Megatonnes CO2e","Agriculture","72.580000"
"Higher Scenario","2033","Megatonnes CO2e","Agriculture","73.410000"
"Higher Scenario","2034","Megatonnes CO2e","Agriculture","74.590000"
"Higher Scenario","2035","Megatonnes CO2e","Agriculture","75.770000"
"Higher Scenario","2036","Megatonnes CO2e","Agriculture","76.690000"
"Higher Scenario","2037","Megatonnes CO2e","Agriculture","77.470000"
"Higher Scenario","2038","Megatonnes CO2e","Agriculture","78.190000"
"Higher Scenario","2039","Megatonnes CO2e","Agriculture","78.970000"
"Higher Scenario","2040","Megatonnes CO2e","Agriculture","79.850000"
"Higher Scenario","2041","Megatonnes CO2e","Agriculture","80.680000"
"Higher Scenario","2042","Megatonnes CO2e","Agriculture","81.530000"
"Higher Scenario","2043","Megatonnes CO2e","Agriculture","82.430000"
"Higher Scenario","2044","Megatonnes CO2e","Agriculture","83.450000"
"Higher Scenario","2045","Megatonnes CO2e","Agriculture","84.520000"
"Higher Scenario","2046","Megatonnes CO2e","Agriculture","85.630000"
"Higher Scenario","2047","Megatonnes CO2e","Agriculture","86.790000"
"Higher Scenario","2048","Megatonnes CO2e","Agriculture","87.970000"
"Higher Scenario","2049","Megatonnes CO2e","Agriculture","89.180000"
"Higher Scenario","2050","Megatonnes CO2e","Agriculture","90.480000"
"Higher Scenario","2005","Megatonnes CO2e","Buildings","84.620000"
"Higher Scenario","2006","Megatonnes CO2e","Buildings","79.500000"
"Higher Scenario","2007","Megatonnes CO2e","Buildings","85.320000"
"Higher Scenario","2008","Megatonnes CO2e","Buildings","85.200000"
"Higher Scenario","2009","Megatonnes CO2e","Buildings","83.590000"
"Higher Scenario","2010","Megatonnes CO2e","Buildings","81.250000"
"Higher Scenario","2011","Megatonnes CO2e","Buildings","85.690000"
"Higher Scenario","2012","Megatonnes CO2e","Buildings","84.180000"
"Higher Scenario","2013","Megatonnes CO2e","Buildings","85.220000"
"Higher Scenario","2014","Megatonnes CO2e","Buildings","85.720000"
"Higher Scenario","2015","Megatonnes CO2e","Buildings","84.710000"
"Higher Scenario","2016","Megatonnes CO2e","Buildings","85.720000"
"Higher Scenario","2017","Megatonnes CO2e","Buildings","87.900000"
"Higher Scenario","2018","Megatonnes CO2e","Buildings","91.850000"
"Higher Scenario","2019","Megatonnes CO2e","Buildings","93.770000"
"Higher Scenario","2020","Megatonnes CO2e","Buildings","88.160000"
"Higher Scenario","2021","Megatonnes CO2e","Buildings","84.800000"
"Higher Scenario","2022","Megatonnes CO2e","Buildings","88.290000"
"Higher Scenario","2023","Megatonnes CO2e","Buildings","82.650000"
"Higher Scenario","2024","Megatonnes CO2e","Buildings","82.150000"
"Higher Scenario","2025","Megatonnes CO2e","Buildings","80.440000"
"Higher Scenario","2026","Megatonnes CO2e","Buildings","78.690000"
"Higher Scenario","2027","Megatonnes CO2e","Buildings","77.060000"
"Higher Scenario","2028","Megatonnes CO2e","Buildings","75.440000"
"Higher Scenario","2029","Megatonnes CO2e","Buildings","73.930000"
"Higher Scenario","2030","Megatonnes CO2e","Buildings","72.640000"
"Higher Scenario","2031","Megatonnes CO2e","Buildings","71.760000"
"Higher Scenario","2032","Megatonnes CO2e","Buildings","70.970000"
"Higher Scenario","2033","Megatonnes CO2e","Buildings","70.270000"
"Higher Scenario","2034","Megatonnes CO2e","Buildings","69.700000"
"Higher Scenario","2035","Megatonnes CO2e","Buildings","68.750000"
"Higher Scenario","2036","Megatonnes CO2e","Buildings","68.290000"
"Higher Scenario","2037","Megatonnes CO2e","Buildings","68.550000"
"Higher Scenario","2038","Megatonnes CO2e","Buildings","68.870000"
"Higher Scenario","2039","Megatonnes CO2e","Buildings","69.220000"
"Higher Scenario","2040","Megatonnes CO2e","Buildings","69.610000"
"Higher Scenario","2041","Megatonnes CO2e","Buildings","70.040000"
"Higher Scenario","2042","Megatonnes CO2e","Buildings","70.470000"
"Higher Scenario","2043","Megatonnes CO2e","Buildings","70.940000"
"Higher Scenario","2044","Megatonnes CO2e","Buildings","71.440000"
"Higher Scenario","2045","Megatonnes CO2e","Buildings","71.990000"
"Higher Scenario","2046","Megatonnes CO2e","Buildings","72.610000"
"Higher Scenario","2047","Megatonnes CO2e","Buildings","73.330000"
"Higher Scenario","2048","Megatonnes CO2e","Buildings","74.080000"
"Higher Scenario","2049","Megatonnes CO2e","Buildings","74.900000"
"Higher Scenario","2050","Megatonnes CO2e","Buildings","75.640000"
"Higher Scenario","2005","Megatonnes CO2e","Direct Air Capture","0.000000"
"Higher Scenario","2006","Megatonnes CO2e","Direct Air Capture","0.000000"
"Higher Scenario","2007","Megatonnes CO2e","Direct Air Capture","0.000000"
"Higher Scenario","2008","Megatonnes CO2e","Direct Air Capture","0.000000"
"Higher Scenario","2009","Megatonnes CO2e","Direct Air Capture","0.000000"
"Higher Scenario","2010","Megatonnes CO2e","Direct Air Capture","0.000000"
"Higher Scenario","2011","Megatonnes CO2e","Direct Air Capture","0.000000"
"Higher Scenario","2012","Megatonnes CO2e","Direct Air Capture","0.000000"
"Higher Scenario","2013","Megatonnes CO2e","Direct Air Capture","0.000000"
"Higher Scenario","2014","Megatonnes CO2e","Direct Air Capture","0.000000"
"Higher Scenario","2015","Megatonnes CO2e","Direct Air Capture","0.000000"
"Higher Scenario","2016","Megatonnes CO2e","Direct Air Capture","0.000000"
"Higher Scenario","2017","Megatonnes CO2e","Direct Air Capture","0.000000"
"Higher Scenario","2018","Megatonnes CO2e","Direct Air Capture","0.000000"
"Higher Scenario","2019","Megatonnes CO2e","Direct Air Capture","0.000000"
"Higher Scenario","2020","Megatonnes CO2e","Direct Air Capture","0.000000"
"Higher Scenario","2021","Megatonnes CO2e","Direct Air Capture","0.000000"
"Higher Scenario","2022","Megatonnes CO2e","Direct Air Capture","0.000000"
"Higher Scenario","2023","Megatonnes CO2e","Direct Air Capture","0.000000"
"Higher Scenario","2024","Megatonnes CO2e","Direct Air Capture","0.000000"
