"Scenario","Year","Unit","Variable","Value"
"Higher Scenario","2025","Megatonnes CO2e","Direct Air Capture","0.000000"
"Higher Scenario","2026","Megatonnes CO2e","Direct Air Capture","0.000000"
"Higher Scenario","2027","Megatonnes CO2e","Direct Air Capture","0.000000"
"Higher Scenario","2028","Megatonnes CO2e","Direct Air Capture","0.000000"
"Higher Scenario","2029","Megatonnes CO2e","Direct Air Capture","0.000000"
"Higher Scenario","2030","Megatonnes CO2e","Direct Air Capture","0.000000"
"Higher Scenario","2031","Megatonnes CO2e","Direct Air Capture","0.000000"
"Higher Scenario","2032","Megatonnes CO2e","Direct Air Capture","0.000000"
"Higher Scenario","2033","Megatonnes CO2e","Direct Air Capture","0.000000"
"Higher Scenario","2034","Megatonnes CO2e","Direct Air Capture","0.000000"
"Higher Scenario","2035","Megatonnes CO2e","Direct Air Capture","0.000000"
"Higher Scenario","2036","Megatonnes CO2e","Direct Air Capture","0.000000"
"Higher Scenario","2037","Megatonnes CO2e","Direct Air Capture","0.000000"
"Higher Scenario","2038","Megatonnes CO2e","Direct Air Capture","0.000000"
"Higher Scenario","2039","Megatonnes CO2e","Direct Air Capture","0.000000"
"Higher Scenario","2040","Megatonnes CO2e","Direct Air Capture","0.000000"
"Higher Scenario","2041","Megatonnes CO2e","Direct Air Capture","0.000000"
"Higher Scenario","2042","Megatonnes CO2e","Direct Air Capture","0.000000"
"Higher Scenario","2043","Megatonnes CO2e","Direct Air Capture","0.000000"
"Higher Scenario","2044","Megatonnes CO2e","Direct Air Capture","0.000000"
"Higher Scenario","2045","Megatonnes CO2e","Direct Air Capture","0.000000"
"Higher Scenario","2046","Megatonnes CO2e","Direct Air Capture","0.000000"
"Higher Scenario","2047","Megatonnes CO2e","Direct Air Capture","0.000000"
"Higher Scenario","2048","Megatonnes CO2e","Direct Air Capture","0.000000"
"Higher Scenario","2049","Megatonnes CO2e","Direct Air Capture","0.000000"
"Higher Scenario","2050","Megatonnes CO2e","Direct Air Capture","0.000000"
"Higher Scenario","2005","Megatonnes CO2e","Electricity","115.900000"
"Higher Scenario","2006","Megatonnes CO2e","Electricity","111.220000"
"Higher Scenario","2007","Megatonnes CO2e","Electricity","117.850000"
"Higher Scenario","2008","Megatonnes CO2e","Electricity","108.310000"
"Higher Scenario","2009","Megatonnes CO2e","Electricity","93.170000"
"Higher Scenario","2010","Megatonnes CO2e","Electricity","94.720000"
"Higher Scenario","2011","Megatonnes CO2e","Electricity","85.910000"
"Higher Scenario","2012","Megatonnes CO2e","Electricity","82.450000"
"Higher Scenario","2013","Megatonnes CO2e","Electricity","79.780000"
"Higher Scenario","2014","Megatonnes CO2e","Electricity","75.200000"
"Higher Scenario","2015","Megatonnes CO2e","Electricity","74.480000"
"Higher Scenario","2016","Megatonnes CO2e","Electricity","75.150000"
"Higher Scenario","2017","Megatonnes CO2e","Electricity","72.510000"
"Higher Scenario","2018","Megatonnes CO2e","Electricity","62.650000"
"Higher Scenario","2019","Megatonnes CO2e","Electricity","61.620000"
"Higher Scenario","2020","Megatonnes CO2e","Electricity","53.850000"
"Higher Scenario","2021","Megatonnes CO2e","Electricity","52.480000"
"Higher Scenario","2022","Megatonnes CO2e","Electricity","48.980000"
"Higher Scenario","2023","Megatonnes CO2e","Electricity","48.830000"
"Higher Scenario","2024","Megatonnes CO2e","Electricity","37.940000"
"Higher Scenario","2025","Megatonnes CO2e","Electricity","35.110000"
"Higher Scenario","2026","Megatonnes CO2e","Electricity","32.830000"
"Higher Scenario","2027","Megatonnes CO2e","Electricity","34.120000"
"Higher Scenario","2028","Megatonnes CO2e","Electricity","34.660000"
"Higher Scenario","2029","Megatonnes CO2e","Electricity","34.490000"
"Higher Scenario","2030","Megatonnes CO2e","Electricity","34.050000"
"Higher Scenario","2031","Megatonnes CO2e","Electricity","24.810000"
"Higher Scenario","2032","Megatonnes CO2e","Electricity","24.040000"
"Higher Scenario","2033","Megatonnes CO2e","Electricity","22.450000"
"Higher Scenario","2034","Megatonnes CO2e","Electricity","20.810000"
"Higher Scenario","2035","Megatonnes CO2e","Electricity","22.260000"
"Higher Scenario","2036","Megatonnes CO2e","Electricity","24.790000"
"Higher Scenario","2037","Megatonnes CO2e","Electricity","25.050000"
"Higher Scenario","2038","Megatonnes CO2e","Electricity","25.160000"
"Higher Scenario","2039","Megatonnes CO2e","Electricity","25.360000"
"Higher Scenario","2040","Megatonnes CO2e","Electricity","25.000000"
"Higher Scenario","2041","Megatonnes CO2e","Electricity","23.890000"
"Higher Scenario","2042","Megatonnes CO2e","Electricity","23.740000"
"Higher Scenario","2043","Megatonnes CO2e","Electricity","23.460000"
"Higher Scenario","2044","Megatonnes CO2e","Electricity","24.460000"
"Higher Scenario","2045","Megatonnes CO2e","Electricity","22.560000"
"Higher Scenario","2046","Megatonnes CO2e","Electricity","21.890000"
"Higher Scenario","2047","Megatonnes CO2e","Electricity","21.470000"
"Higher Scenario","2048","Megatonnes CO2e","Electricity","20.670000"
"Higher Scenario","2049","Megatonnes CO2e","Electricity","18.420000"
"Higher Scenario","2050","Megatonnes CO2e","Electricity","11.610000"
"Higher Scenario","2005","Megatonnes CO2e","Heavy Industry","87.800000"
"Higher Scenario","2006","Megatonnes CO2e","Heavy Industry","87.760000"
"Higher Scenario","2007","Megatonnes CO2e","Heavy Industry","85.880000"
"Higher Scenario","2008","Megatonnes CO2e","Heavy Industry","84.190000"
"Higher Scenario","2009","Megatonnes CO2e","Heavy Industry","71.110000"
"Higher Scenario","2010","Megatonnes CO2e","Heavy Industry","74.890000"
"Higher Scenario","2011","Megatonnes CO2e","Heavy Industry","81.130000"
"Higher Scenario","2012","Megatonnes CO2e","Heavy Industry","81.220000"
"Higher Scenario","2013","Megatonnes CO2e","Heavy Industry","79.880000"
"Higher Scenario","2014","Megatonnes CO2e","Heavy Industry","82.070000"
"Higher Scenario","2015","Megatonnes CO2e","Heavy Industry","79.690000"
"Higher Scenario","2016","Megatonnes CO2e","Heavy Industry","76.830000"
"Higher Scenario","2017","Megatonnes CO2e","Heavy Industry","77.580000"
"Higher Scenario","2018","Megatonnes CO2e","Heavy Industry","79.660000"
"Higher Scenario","2019","Megatonnes CO2e","Heavy Industry","79.340000"
"Higher Scenario","2020","Megatonnes CO2e","Heavy Industry","75.430000"
"Higher Scenario","2021","Megatonnes CO2e","Heavy Industry","78.120000"
"Higher Scenario","2022","Megatonnes CO2e","Heavy Industry","78.110000"
"Higher Scenario","2023","Megatonnes CO2e","Heavy Industry","78.340000"
"Higher Scenario","2024","Megatonnes CO2e","Heavy Industry","75.200000"
"Higher Scenario","2025","Megatonnes CO2e","Heavy Industry","71.710000"
"Higher Scenario","2026","Megatonnes CO2e","Heavy Industry","68.850000"
"Higher Scenario","2027","Megatonnes CO2e","Heavy Industry","67.550000"
"Higher Scenario","2028","Megatonnes CO2e","Heavy Industry","65.240000"
"Higher Scenario","2029","Megatonnes CO2e","Heavy Industry","62.920000"
"Higher Scenario","2030","Megatonnes CO2e","Heavy Industry","60.820000"
"Higher Scenario","2031","Megatonnes CO2e","Heavy Industry","61.990000"
"Higher Scenario","2032","Megatonnes CO2e","Heavy Industry","61.120000"
"Higher Scenario","2033","Megatonnes CO2e","Heavy Industry","59.620000"
"Higher Scenario","2034","Megatonnes CO2e","Heavy Industry","59.350000"
"Higher Scenario","2035","Megatonnes CO2e","Heavy Industry","57.250000"
"Higher Scenario","2036","Megatonnes CO2e","Heavy Industry","53.520000"
"Higher Scenario","2037","Megatonnes CO2e","Heavy Industry","53.810000"
"Higher Scenario","2038","Megatonnes CO2e","Heavy Industry","54.400000"
"Higher Scenario","2039","Megatonnes CO2e","Heavy Industry","54.980000"
"Higher Scenario","2040","Megatonnes CO2e","Heavy Industry","55.480000"
"Higher Scenario","2041","Megatonnes CO2e","Heavy Industry","56.100000"
"Higher Scenario","2042","Megatonnes CO2e","Heavy Industry","56.610000"
"Higher Scenario","2043","Megatonnes CO2e","Heavy Industry","57.200000"
"Higher Scenario","2044","Megatonnes CO2e","Heavy Industry","57.970000"
"Higher Scenario","2045","Megatonnes CO2e","Heavy Industry","58.780000"
"Higher Scenario","2046","Megatonnes CO2e","Heavy Industry","59.680000"
"Higher Scenario","2047","Megatonnes CO2e","Heavy Industry","60.710000"
"Higher Scenario","2048","Megatonnes CO2e","Heavy Industry","61.530000"
"Higher Scenario","2049","Megatonnes CO2e","Heavy Industry","62.250000"
"Higher Scenario","2050","Megatonnes CO2e","Heavy Industry","61.990000"
"Higher Scenario","2005","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","0.000000"
"Higher Scenario","2006","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-3.000000"
"Higher Scenario","2007","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","4.000000"
"Higher Scenario","2008","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","2.000000"
"Higher Scenario","2009","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-14.000000"
"Higher Scenario","2010","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","10.000000"
"Higher Scenario","2011","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","17.000000"
"Higher Scenario","2012","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","1.000000"
"Higher Scenario","2013","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-3.000000"
"Higher Scenario","2014","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-27.000000"
"Higher Scenario","2015","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","4.000000"
"Higher Scenario","2016","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-9.000000"
"Higher Scenario","2017","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-19.000000"
"Higher Scenario","2018","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-17.000000"
"Higher Scenario","2019","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-25.000000"
"Higher Scenario","2020","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-22.000000"
"Higher Scenario","2021","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-29.000000"
"Higher Scenario","2022","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","9.000000"
"Higher Scenario","2023","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-39.000000"
"Higher Scenario","2024","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-7.000000"
"Higher Scenario","2025","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-24.000000"
"Higher Scenario","2026","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-21.000000"
"Higher Scenario","2027","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-22.000000"
"Higher Scenario","2028","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-22.000000"
"Higher Scenario","2029","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-22.000000"
"Higher Scenario","2030","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-25.000000"
"Higher Scenario","2031","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-26.000000"
"Higher Scenario","2032","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-26.000000"
"Higher Scenario","2033","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-25.000000"
"Higher Scenario","2034","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-27.000000"
"Higher Scenario","2035","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-30.000000"
"Higher Scenario","2036","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-30.000000"
"Higher Scenario","2037","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-30.000000"
"Higher Scenario","2038","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-30.000000"
"Higher Scenario","2039","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-30.000000"
"Higher Scenario","2040","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-30.000000"
"Higher Scenario","2041","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-30.000000"
"Higher Scenario","2042","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-30.000000"
"Higher Scenario","2043","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-30.000000"
"Higher Scenario","2044","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-30.000000"
"Higher Scenario","2045","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-30.000000"
"Higher Scenario","2046","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-30.000000"
"Higher Scenario","2047","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-30.000000"
"Higher Scenario","2048","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-30.000000"
"Higher Scenario","2049","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-30.000000"
"Higher Scenario","2050","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-30.000000"
"Higher Scenario","2005","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.000000"
"Higher Scenario","2006","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.000000"
"Higher Scenario","2007","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.000000"
"Higher Scenario","2008","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.000000"
"Higher Scenario","2009","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.000000"
"Higher Scenario","2010","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.000000"
"Higher Scenario","2011","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.000000"
"Higher Scenario","2012","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.000000"
"Higher Scenario","2013","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.000000"
"Higher Scenario","2014","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.000000"
"Higher Scenario","2015","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.000000"
"Higher Scenario","2016","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.000000"
"Higher Scenario","2017","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.000000"
"Higher Scenario","2018","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.000000"
"Higher Scenario","2019","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.000000"
"Higher Scenario","2020","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.000000"
"Higher Scenario","2021","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.000000"
"Higher Scenario","2022","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.000000"
"Higher Scenario","2023","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.000000"
"Higher Scenario","2024","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.000000"
"Higher Scenario","2025","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.000000"
"Higher Scenario","2026","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.040000"
"Higher Scenario","2027","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.070000"
"Higher Scenario","2028","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.110000"
"Higher Scenario","2029","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.140000"
"Higher Scenario","2030","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.160000"
"Higher Scenario","2031","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.200000"
"Higher Scenario","2032","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.230000"
"Higher Scenario","2033","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.250000"
"Higher Scenario","2034","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.280000"
"Higher Scenario","2035","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.300000"
"Higher Scenario","2036","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.300000"
"Higher Scenario","2037","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.300000"
"Higher Scenario","2038","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.320000"
"Higher Scenario","2039","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.350000"
"Higher Scenario","2040","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.410000"
"Higher Scenario","2041","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.430000"
"Higher Scenario","2042","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.450000"
"Higher Scenario","2043","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.480000"
"Higher Scenario","2044","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.500000"
"Higher Scenario","2045","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.510000"
"Higher Scenario","2046","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.520000"
"Higher Scenario","2047","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.540000"
"Higher Scenario","2048","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.550000"
"Higher Scenario","2049","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.560000"
"Higher Scenario","2050","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.570000"
"Higher Scenario","2005","Megatonnes CO2e","Oil and Gas","194.460000"
"Higher Scenario","2006","Megatonnes CO2e","Oil and Gas","202.190000"
"Higher Scenario","2007","Megatonnes CO2e","Oil and Gas","206.520000"
"Higher Scenario","2008","Megatonnes CO2e","Oil and Gas","202.830000"
"Higher Scenario","2009","Megatonnes CO2e","Oil and Gas","197.870000"
"Higher Scenario","2010","Megatonnes CO2e","Oil and Gas","203.430000"
"Higher Scenario","2011","Megatonnes CO2e","Oil and Gas","210.080000"
"Higher Scenario","2012","Megatonnes CO2e","Oil and Gas","216.200000"
"Higher Scenario","2013","Megatonnes CO2e","Oil and Gas","222.950000"
"Higher Scenario","2014","Megatonnes CO2e","Oil and Gas","227.690000"
"Higher Scenario","2015","Megatonnes CO2e","Oil and Gas","226.040000"
"Higher Scenario","2016","Megatonnes CO2e","Oil and Gas","207.980000"
"Higher Scenario","2017","Megatonnes CO2e","Oil and Gas","216.460000"
"Higher Scenario","2018","Megatonnes CO2e","Oil and Gas","223.110000"
"Higher Scenario","2019","Megatonnes CO2e","Oil and Gas","222.350000"
"Higher Scenario","2020","Megatonnes CO2e","Oil and Gas","204.450000"
"Higher Scenario","2021","Megatonnes CO2e","Oil and Gas","211.070000"
"Higher Scenario","2022","Megatonnes CO2e","Oil and Gas","209.400000"
"Higher Scenario","2023","Megatonnes CO2e","Oil and Gas","207.960000"
"Higher Scenario","2024","Megatonnes CO2e","Oil and Gas","205.070000"
"Higher Scenario","2025","Megatonnes CO2e","Oil and Gas","199.610000"
"Higher Scenario","2026","Megatonnes CO2e","Oil and Gas","200.690000"
"Higher Scenario","2027","Megatonnes CO2e","Oil and Gas","202.770000"
"Higher Scenario","2028","Megatonnes CO2e","Oil and Gas","204.050000"
"Higher Scenario","2029","Megatonnes CO2e","Oil and Gas","205.640000"
"Higher Scenario","2030","Megatonnes CO2e","Oil and Gas","205.140000"
"Higher Scenario","2031","Megatonnes CO2e","Oil and Gas","204.030000"
"Higher Scenario","2032","Megatonnes CO2e","Oil and Gas","203.850000"
"Higher Scenario","2033","Megatonnes CO2e","Oil and Gas","204.170000"
"Higher Scenario","2034","Megatonnes CO2e","Oil and Gas","205.960000"
"Higher Scenario","2035","Megatonnes CO2e","Oil and Gas","202.040000"
"Higher Scenario","2036","Megatonnes CO2e","Oil and Gas","198.730000"
"Higher Scenario","2037","Megatonnes CO2e","Oil and Gas","199.540000"
"Higher Scenario","2038","Megatonnes CO2e","Oil and Gas","199.900000"
"Higher Scenario","2039","Megatonnes CO2e","Oil and Gas","200.830000"
"Higher Scenario","2040","Megatonnes CO2e","Oil and Gas","201.150000"
"Higher Scenario","2041","Megatonnes CO2e","Oil and Gas","201.580000"
"Higher Scenario","2042","Megatonnes CO2e","Oil and Gas","202.200000"
"Higher Scenario","2043","Megatonnes CO2e","Oil and Gas","202.820000"
"Higher Scenario","2044","Megatonnes CO2e","Oil and Gas","203.500000"
"Higher Scenario","2045","Megatonnes CO2e","Oil and Gas","203.500000"
"Higher Scenario","2046","Megatonnes CO2e","Oil and Gas","203.450000"
"Higher Scenario","2047","Megatonnes CO2e","Oil and Gas","202.840000"
"Higher Scenario","2048","Megatonnes CO2e","Oil and Gas","201.850000"
"Higher Scenario","2049","Megatonnes CO2e","Oil and Gas","199.870000"
"Higher Scenario","2050","Megatonnes CO2e","Oil and Gas","196.220000"
"Higher Scenario","2005","Megatonnes CO2e","Total","758.720000"
"Higher Scenario","2006","Megatonnes CO2e","Total","751.850000"
"Higher Scenario","2007","Megatonnes CO2e","Total","778.350000"
"Higher Scenario","2008","Megatonnes CO2e","Total","759.780000"
"Higher Scenario","2009","Megatonnes CO2e","Total","700.210000"
"Higher Scenario","2010","Megatonnes CO2e","Total","738.030000"
"Higher Scenario","2011","Megatonnes CO2e","Total","754.730000"
"Higher Scenario","2012","Megatonnes CO2e","Total","742.170000"
"Higher Scenario","2013","Megatonnes CO2e","Total","747.040000"
"Higher Scenario","2014","Megatonnes CO2e","Total","720.500000"
"Higher Scenario","2015","Megatonnes CO2e","Total","746.050000"
"Higher Scenario","2016","Megatonnes CO2e","Total","715.900000"
"Higher Scenario","2017","Megatonnes CO2e","Total","718.610000"
"Higher Scenario","2018","Megatonnes CO2e","Total","730.050000"
"Higher Scenario","2019","Megatonnes CO2e","Total","722.300000"
"Higher Scenario","2020","Megatonnes CO2e","Total","660.300000"
"Higher Scenario","2021","Megatonnes CO2e","Total","664.590000"
"Higher Scenario","2022","Megatonnes CO2e","Total","708.910000"
"Higher Scenario","2023","Megatonnes CO2e","Total","654.920000"
"Higher Scenario","2024","Megatonnes CO2e","Total","665.850000"
"Higher Scenario","2025","Megatonnes CO2e","Total","633.150000"
"Higher Scenario","2026","Megatonnes CO2e","Total","628.690000"
"Higher Scenario","2027","Megatonnes CO2e","Total","628.370000"
"Higher Scenario","2028","Megatonnes CO2e","Total","623.670000"
"Higher Scenario","2029","Megatonnes CO2e","Total","618.920000"
"Higher Scenario","2030","Megatonnes CO2e","Total","609.350000"
"Higher Scenario","2031","Megatonnes CO2e","Total","597.630000"
"Higher Scenario","2032","Megatonnes CO2e","Total","595.430000"
"Higher Scenario","2033","Megatonnes CO2e","Total","592.880000"
"Higher Scenario","2034","Megatonnes CO2e","Total","591.120000"
"Higher Scenario","2035","Megatonnes CO2e","Total","583.640000"
"Higher Scenario","2036","Megatonnes CO2e","Total","578.740000"
"Higher Scenario","2037","Megatonnes CO2e","Total","580.670000"
"Higher Scenario","2038","Megatonnes CO2e","Total","582.080000"
"Higher Scenario","2039","Megatonnes CO2e","Total","584.520000"
"Higher Scenario","2040","Megatonnes CO2e","Total","586.090000"
"Higher Scenario","2041","Megatonnes CO2e","Total","586.910000"
"Higher Scenario","2042","Megatonnes CO2e","Total","588.900000"
"Higher Scenario","2043","Megatonnes CO2e","Total","591.010000"
"Higher Scenario","2044","Megatonnes CO2e","Total","595.270000"
"Higher Scenario","2045","Megatonnes CO2e","Total","596.220000"
"Higher Scenario","2046","Megatonnes CO2e","Total","598.690000"
"Higher Scenario","2047","Megatonnes CO2e","Total","601.280000"
"Higher Scenario","2048","Megatonnes CO2e","Total","603.080000"
"Higher Scenario","2049","Megatonnes CO2e","Total","602.460000"
"Higher Scenario","2050","Megatonnes CO2e","Total","594.860000"
"Higher Scenario","2005","Megatonnes CO2e","Transportation","156.220000"
"Higher Scenario","2006","Megatonnes CO2e","Transportation","157.090000"
"Higher Scenario","2007","Megatonnes CO2e","Transportation","162.040000"
"Higher Scenario","2008","Megatonnes CO2e","Transportation","162.600000"
"Higher Scenario","2009","Megatonnes CO2e","Transportation","161.460000"
"Higher Scenario","2010","Megatonnes CO2e","Transportation","165.000000"
"Higher Scenario","2011","Megatonnes CO2e","Transportation","163.930000"
"Higher Scenario","2012","Megatonnes CO2e","Transportation","164.130000"
"Higher Scenario","2013","Megatonnes CO2e","Transportation","166.680000"
"Higher Scenario","2014","Megatonnes CO2e","Transportation","164.280000"
"Higher Scenario","2015","Megatonnes CO2e","Transportation","162.260000"
"Higher Scenario","2016","Megatonnes CO2e","Transportation","161.950000"
"Higher Scenario","2017","Megatonnes CO2e","Transportation","164.880000"
"Higher Scenario","2018","Megatonnes CO2e","Transportation","168.950000"
"Higher Scenario","2019","Megatonnes CO2e","Transportation","168.950000"
"Higher Scenario","2020","Megatonnes CO2e","Transportation","142.060000"
"Higher Scenario","2021","Megatonnes CO2e","Transportation","148.610000"
"Higher Scenario","2022","Megatonnes CO2e","Transportation","155.110000"
"Higher Scenario","2023","Megatonnes CO2e","Transportation","156.590000"
"Higher Scenario","2024","Megatonnes CO2e","Transportation","153.300000"
"Higher Scenario","2025","Megatonnes CO2e","Transportation","151.790000"
"Higher Scenario","2026","Megatonnes CO2e","Transportation","150.540000"
"Higher Scenario","2027","Megatonnes CO2e","Transportation","150.210000"
"Higher Scenario","2028","Megatonnes CO2e","Transportation","147.780000"
"Higher Scenario","2029","Megatonnes CO2e","Transportation","145.320000"
"Higher Scenario","2030","Megatonnes CO2e","Transportation","142.750000"
"Higher Scenario","2031","Megatonnes CO2e","Transportation","141.320000"
"Higher Scenario","2032","Megatonnes CO2e","Transportation","140.450000"
"Higher Scenario","2033","Megatonnes CO2e","Transportation","139.130000"
"Higher Scenario","2034","Megatonnes CO2e","Transportation","138.380000"
"Higher Scenario","2035","Megatonnes CO2e","Transportation","137.710000"
"Higher Scenario","2036","Megatonnes CO2e","Transportation","136.490000"
"Higher Scenario","2037","Megatonnes CO2e","Transportation","135.500000"
"Higher Scenario","2038","Megatonnes CO2e","Transportation","134.400000"
"Higher Scenario","2039","Megatonnes CO2e","Transportation","133.520000"
"Higher Scenario","2040","Megatonnes CO2e","Transportation","132.830000"
"Higher Scenario","2041","Megatonnes CO2e","Transportation","132.020000"
"Higher Scenario","2042","Megatonnes CO2e","Transportation","131.330000"
"Higher Scenario","2043","Megatonnes CO2e","Transportation","130.710000"
"Higher Scenario","2044","Megatonnes CO2e","Transportation","130.500000"
"Higher Scenario","2045","Megatonnes CO2e","Transportation","130.400000"
"Higher Scenario","2046","Megatonnes CO2e","Transportation","130.430000"
"Higher Scenario","2047","Megatonnes CO2e","Transportation","130.560000"
"Higher Scenario","2048","Megatonnes CO2e","Transportation","130.820000"
"Higher Scenario","2049","Megatonnes CO2e","Transportation","131.130000"
"Higher Scenario","2050","Megatonnes CO2e","Transportation","131.620000"
"Higher Scenario","2005","Megatonnes CO2e","Waste and Others","54.040000"
"Higher Scenario","2006","Megatonnes CO2e","Waste and Others","52.790000"
"Higher Scenario","2007","Megatonnes CO2e","Waste and Others","52.560000"
"Higher Scenario","2008","Megatonnes CO2e","Waste and Others","51.050000"
"Higher Scenario","2009","Megatonnes CO2e","Waste and Others","46.420000"
"Higher Scenario","2010","Megatonnes CO2e","Waste and Others","48.130000"
"Higher Scenario","2011","Megatonnes CO2e","Waste and Others","49.500000"
"Higher Scenario","2012","Megatonnes CO2e","Waste and Others","49.560000"
"Higher Scenario","2013","Megatonnes CO2e","Waste and Others","50.330000"
