"Scenario","Region","Variable","Type","Year","Value"
"Canada Net-zero","Alberta","Biomass / Geothermal","Primary Fuel","2005","1725.168000"
"Canada Net-zero","Alberta","Biomass / Geothermal","Primary Fuel","2006","1855.169000"
"Canada Net-zero","Alberta","Biomass / Geothermal","Primary Fuel","2007","1870.362000"
"Canada Net-zero","Alberta","Biomass / Geothermal","Primary Fuel","2008","1917.388000"
"Canada Net-zero","Alberta","Biomass / Geothermal","Primary Fuel","2009","1861.500000"
"Canada Net-zero","Alberta","Biomass / Geothermal","Primary Fuel","2010","1908.777000"
"Canada Net-zero","Alberta","Biomass / Geothermal","Primary Fuel","2011","1972.190000"
"Canada Net-zero","Alberta","Biomass / Geothermal","Primary Fuel","2012","2089.118000"
"Canada Net-zero","Alberta","Biomass / Geothermal","Primary Fuel","2013","2250.100000"
"Canada Net-zero","Alberta","Biomass / Geothermal","Primary Fuel","2014","3497.700000"
"Canada Net-zero","Alberta","Biomass / Geothermal","Primary Fuel","2015","2120.298000"
"Canada Net-zero","Alberta","Biomass / Geothermal","Primary Fuel","2016","2127.448000"
"Canada Net-zero","Alberta","Biomass / Geothermal","Primary Fuel","2017","1158.511000"
"Canada Net-zero","Alberta","Biomass / Geothermal","Primary Fuel","2018","1837.126000"
"Canada Net-zero","Alberta","Biomass / Geothermal","Primary Fuel","2019","1844.108000"
"Canada Net-zero","Alberta","Biomass / Geothermal","Primary Fuel","2020","1793.959000"
"Canada Net-zero","Alberta","Biomass / Geothermal","Primary Fuel","2021","1790.094000"
"Canada Net-zero","Alberta","Biomass / Geothermal","Primary Fuel","2022","1693.956000"
"Canada Net-zero","Alberta","Biomass / Geothermal","Primary Fuel","2023","1685.890000"
"Canada Net-zero","Alberta","Biomass / Geothermal","Primary Fuel","2024","1296.836000"
"Canada Net-zero","Alberta","Biomass / Geothermal","Primary Fuel","2025","1373.441000"
"Canada Net-zero","Alberta","Biomass / Geothermal","Primary Fuel","2026","1368.957000"
"Canada Net-zero","Alberta","Biomass / Geothermal","Primary Fuel","2027","1368.142000"
"Canada Net-zero","Alberta","Biomass / Geothermal","Primary Fuel","2028","1390.459000"
"Canada Net-zero","Alberta","Biomass / Geothermal","Primary Fuel","2029","1386.037000"
"Canada Net-zero","Alberta","Biomass / Geothermal","Primary Fuel","2030","1169.044000"
"Canada Net-zero","Alberta","Biomass / Geothermal","Primary Fuel","2031","1137.177000"
"Canada Net-zero","Alberta","Biomass / Geothermal","Primary Fuel","2032","1390.596000"
"Canada Net-zero","Alberta","Biomass / Geothermal","Primary Fuel","2033","1277.793000"
"Canada Net-zero","Alberta","Biomass / Geothermal","Primary Fuel","2034","1264.096000"
"Canada Net-zero","Alberta","Biomass / Geothermal","Primary Fuel","2035","1184.500000"
"Canada Net-zero","Alberta","Biomass / Geothermal","Primary Fuel","2036","1925.966000"
"Canada Net-zero","Alberta","Biomass / Geothermal","Primary Fuel","2037","3298.084000"
"Canada Net-zero","Alberta","Biomass / Geothermal","Primary Fuel","2038","4786.583000"
"Canada Net-zero","Alberta","Biomass / Geothermal","Primary Fuel","2039","7002.252000"
"Canada Net-zero","Alberta","Biomass / Geothermal","Primary Fuel","2040","8996.746000"
"Canada Net-zero","Alberta","Biomass / Geothermal","Primary Fuel","2041","11174.148000"
"Canada Net-zero","Alberta","Biomass / Geothermal","Primary Fuel","2042","13315.945000"
"Canada Net-zero","Alberta","Biomass / Geothermal","Primary Fuel","2043","15537.966000"
"Canada Net-zero","Alberta","Biomass / Geothermal","Primary Fuel","2044","17812.997000"
"Canada Net-zero","Alberta","Biomass / Geothermal","Primary Fuel","2045","19759.258000"
"Canada Net-zero","Alberta","Biomass / Geothermal","Primary Fuel","2046","21983.576000"
"Canada Net-zero","Alberta","Biomass / Geothermal","Primary Fuel","2047","24152.707000"
"Canada Net-zero","Alberta","Biomass / Geothermal","Primary Fuel","2048","27120.549000"
"Canada Net-zero","Alberta","Biomass / Geothermal","Primary Fuel","2049","30024.240000"
"Canada Net-zero","Alberta","Biomass / Geothermal","Primary Fuel","2050","33115.615000"
"Canada Net-zero","Alberta","Coal & Coke","Primary Fuel","2005","43581.072000"
"Canada Net-zero","Alberta","Coal & Coke","Primary Fuel","2006","44117.042200"
"Canada Net-zero","Alberta","Coal & Coke","Primary Fuel","2007","43868.232100"
"Canada Net-zero","Alberta","Coal & Coke","Primary Fuel","2008","42131.102700"
"Canada Net-zero","Alberta","Coal & Coke","Primary Fuel","2009","40804.999400"
"Canada Net-zero","Alberta","Coal & Coke","Primary Fuel","2010","37566.913000"
"Canada Net-zero","Alberta","Coal & Coke","Primary Fuel","2011","38509.516000"
"Canada Net-zero","Alberta","Coal & Coke","Primary Fuel","2012","38070.062000"
"Canada Net-zero","Alberta","Coal & Coke","Primary Fuel","2013","38933.515000"
"Canada Net-zero","Alberta","Coal & Coke","Primary Fuel","2014","43727.183000"
"Canada Net-zero","Alberta","Coal & Coke","Primary Fuel","2015","38468.682000"
"Canada Net-zero","Alberta","Coal & Coke","Primary Fuel","2016","38222.752000"
"Canada Net-zero","Alberta","Coal & Coke","Primary Fuel","2017","36385.092000"
"Canada Net-zero","Alberta","Coal & Coke","Primary Fuel","2018","28913.588000"
"Canada Net-zero","Alberta","Coal & Coke","Primary Fuel","2019","27252.838000"
"Canada Net-zero","Alberta","Coal & Coke","Primary Fuel","2020","22405.688000"
"Canada Net-zero","Alberta","Coal & Coke","Primary Fuel","2021","16272.902000"
"Canada Net-zero","Alberta","Coal & Coke","Primary Fuel","2022","10007.358000"
"Canada Net-zero","Alberta","Coal & Coke","Primary Fuel","2023","8938.238000"
"Canada Net-zero","Alberta","Coal & Coke","Primary Fuel","2024","4309.920000"
"Canada Net-zero","Alberta","Coal & Coke","Primary Fuel","2025","0.000000"
"Canada Net-zero","Alberta","Coal & Coke","Primary Fuel","2026","0.000000"
"Canada Net-zero","Alberta","Coal & Coke","Primary Fuel","2027","0.000000"
"Canada Net-zero","Alberta","Coal & Coke","Primary Fuel","2028","0.000000"
"Canada Net-zero","Alberta","Coal & Coke","Primary Fuel","2029","0.000000"
"Canada Net-zero","Alberta","Coal & Coke","Primary Fuel","2030","0.000000"
"Canada Net-zero","Alberta","Coal & Coke","Primary Fuel","2031","0.000000"
"Canada Net-zero","Alberta","Coal & Coke","Primary Fuel","2032","0.000000"
"Canada Net-zero","Alberta","Coal & Coke","Primary Fuel","2033","0.000000"
"Canada Net-zero","Alberta","Coal & Coke","Primary Fuel","2034","0.000000"
"Canada Net-zero","Alberta","Coal & Coke","Primary Fuel","2035","0.000000"
"Canada Net-zero","Alberta","Coal & Coke","Primary Fuel","2036","0.000000"
"Canada Net-zero","Alberta","Coal & Coke","Primary Fuel","2037","0.000000"
"Canada Net-zero","Alberta","Coal & Coke","Primary Fuel","2038","0.000000"
"Canada Net-zero","Alberta","Coal & Coke","Primary Fuel","2039","0.000000"
"Canada Net-zero","Alberta","Coal & Coke","Primary Fuel","2040","0.000000"
"Canada Net-zero","Alberta","Coal & Coke","Primary Fuel","2041","0.000000"
"Canada Net-zero","Alberta","Coal & Coke","Primary Fuel","2042","0.000000"
"Canada Net-zero","Alberta","Coal & Coke","Primary Fuel","2043","0.000000"
"Canada Net-zero","Alberta","Coal & Coke","Primary Fuel","2044","0.000000"
"Canada Net-zero","Alberta","Coal & Coke","Primary Fuel","2045","0.000000"
"Canada Net-zero","Alberta","Coal & Coke","Primary Fuel","2046","0.000000"
"Canada Net-zero","Alberta","Coal & Coke","Primary Fuel","2047","0.000000"
"Canada Net-zero","Alberta","Coal & Coke","Primary Fuel","2048","0.000000"
"Canada Net-zero","Alberta","Coal & Coke","Primary Fuel","2049","0.000000"
"Canada Net-zero","Alberta","Coal & Coke","Primary Fuel","2050","0.000000"
"Canada Net-zero","Alberta","Hydro / Wave / Tidal","Primary Fuel","2005","2316.000000"
"Canada Net-zero","Alberta","Hydro / Wave / Tidal","Primary Fuel","2006","1483.183000"
"Canada Net-zero","Alberta","Hydro / Wave / Tidal","Primary Fuel","2007","1483.183000"
"Canada Net-zero","Alberta","Hydro / Wave / Tidal","Primary Fuel","2008","1483.183000"
"Canada Net-zero","Alberta","Hydro / Wave / Tidal","Primary Fuel","2009","1483.183000"
"Canada Net-zero","Alberta","Hydro / Wave / Tidal","Primary Fuel","2010","1483.183000"
"Canada Net-zero","Alberta","Hydro / Wave / Tidal","Primary Fuel","2011","1974.813000"
"Canada Net-zero","Alberta","Hydro / Wave / Tidal","Primary Fuel","2012","2572.149000"
"Canada Net-zero","Alberta","Hydro / Wave / Tidal","Primary Fuel","2013","1988.825000"
"Canada Net-zero","Alberta","Hydro / Wave / Tidal","Primary Fuel","2014","1821.377000"
"Canada Net-zero","Alberta","Hydro / Wave / Tidal","Primary Fuel","2015","1977.460000"
"Canada Net-zero","Alberta","Hydro / Wave / Tidal","Primary Fuel","2016","1971.075000"
"Canada Net-zero","Alberta","Hydro / Wave / Tidal","Primary Fuel","2017","2061.788000"
"Canada Net-zero","Alberta","Hydro / Wave / Tidal","Primary Fuel","2018","1991.101000"
"Canada Net-zero","Alberta","Hydro / Wave / Tidal","Primary Fuel","2019","2043.474000"
"Canada Net-zero","Alberta","Hydro / Wave / Tidal","Primary Fuel","2020","2151.323000"
"Canada Net-zero","Alberta","Hydro / Wave / Tidal","Primary Fuel","2021","2073.863000"
"Canada Net-zero","Alberta","Hydro / Wave / Tidal","Primary Fuel","2022","1991.285000"
"Canada Net-zero","Alberta","Hydro / Wave / Tidal","Primary Fuel","2023","1783.926000"
"Canada Net-zero","Alberta","Hydro / Wave / Tidal","Primary Fuel","2024","1993.204000"
"Canada Net-zero","Alberta","Hydro / Wave / Tidal","Primary Fuel","2025","1996.927000"
"Canada Net-zero","Alberta","Hydro / Wave / Tidal","Primary Fuel","2026","2002.666000"
"Canada Net-zero","Alberta","Hydro / Wave / Tidal","Primary Fuel","2027","1817.714000"
"Canada Net-zero","Alberta","Hydro / Wave / Tidal","Primary Fuel","2028","1825.476000"
"Canada Net-zero","Alberta","Hydro / Wave / Tidal","Primary Fuel","2029","1811.880000"
"Canada Net-zero","Alberta","Hydro / Wave / Tidal","Primary Fuel","2030","1816.464000"
"Canada Net-zero","Alberta","Hydro / Wave / Tidal","Primary Fuel","2031","1820.221000"
"Canada Net-zero","Alberta","Hydro / Wave / Tidal","Primary Fuel","2032","1824.174000"
"Canada Net-zero","Alberta","Hydro / Wave / Tidal","Primary Fuel","2033","1921.971000"
"Canada Net-zero","Alberta","Hydro / Wave / Tidal","Primary Fuel","2034","1968.084000"
"Canada Net-zero","Alberta","Hydro / Wave / Tidal","Primary Fuel","2035","1960.890000"
"Canada Net-zero","Alberta","Hydro / Wave / Tidal","Primary Fuel","2036","1818.009000"
"Canada Net-zero","Alberta","Hydro / Wave / Tidal","Primary Fuel","2037","1862.374000"
"Canada Net-zero","Alberta","Hydro / Wave / Tidal","Primary Fuel","2038","1860.526000"
"Canada Net-zero","Alberta","Hydro / Wave / Tidal","Primary Fuel","2039","1856.439000"
"Canada Net-zero","Alberta","Hydro / Wave / Tidal","Primary Fuel","2040","1820.811000"
"Canada Net-zero","Alberta","Hydro / Wave / Tidal","Primary Fuel","2041","1857.815000"
"Canada Net-zero","Alberta","Hydro / Wave / Tidal","Primary Fuel","2042","1863.626000"
"Canada Net-zero","Alberta","Hydro / Wave / Tidal","Primary Fuel","2043","1859.065000"
"Canada Net-zero","Alberta","Hydro / Wave / Tidal","Primary Fuel","2044","1824.053000"
"Canada Net-zero","Alberta","Hydro / Wave / Tidal","Primary Fuel","2045","1856.439000"
"Canada Net-zero","Alberta","Hydro / Wave / Tidal","Primary Fuel","2046","1861.417000"
"Canada Net-zero","Alberta","Hydro / Wave / Tidal","Primary Fuel","2047","1862.662000"
"Canada Net-zero","Alberta","Hydro / Wave / Tidal","Primary Fuel","2048","1818.103000"
"Canada Net-zero","Alberta","Hydro / Wave / Tidal","Primary Fuel","2049","1859.065000"
"Canada Net-zero","Alberta","Hydro / Wave / Tidal","Primary Fuel","2050","1857.236000"
"Canada Net-zero","Alberta","Natural Gas","Primary Fuel","2005","19568.760000"
"Canada Net-zero","Alberta","Natural Gas","Primary Fuel","2006","22063.150000"
"Canada Net-zero","Alberta","Natural Gas","Primary Fuel","2007","22337.970000"
"Canada Net-zero","Alberta","Natural Gas","Primary Fuel","2008","23347.100000"
"Canada Net-zero","Alberta","Natural Gas","Primary Fuel","2009","26233.320000"
"Canada Net-zero","Alberta","Natural Gas","Primary Fuel","2010","27594.870000"
"Canada Net-zero","Alberta","Natural Gas","Primary Fuel","2011","28106.900000"
"Canada Net-zero","Alberta","Natural Gas","Primary Fuel","2012","29938.050000"
"Canada Net-zero","Alberta","Natural Gas","Primary Fuel","2013","31739.480000"
"Canada Net-zero","Alberta","Natural Gas","Primary Fuel","2014","31585.450000"
"Canada Net-zero","Alberta","Natural Gas","Primary Fuel","2015","33998.070000"
"Canada Net-zero","Alberta","Natural Gas","Primary Fuel","2016","31541.040000"
"Canada Net-zero","Alberta","Natural Gas","Primary Fuel","2017","36050.990000"
"Canada Net-zero","Alberta","Natural Gas","Primary Fuel","2018","38692.250000"
"Canada Net-zero","Alberta","Natural Gas","Primary Fuel","2019","40690.340000"
"Canada Net-zero","Alberta","Natural Gas","Primary Fuel","2020","43596.933000"
"Canada Net-zero","Alberta","Natural Gas","Primary Fuel","2021","48351.903000"
"Canada Net-zero","Alberta","Natural Gas","Primary Fuel","2022","53496.510000"
"Canada Net-zero","Alberta","Natural Gas","Primary Fuel","2023","58198.553000"
"Canada Net-zero","Alberta","Natural Gas","Primary Fuel","2024","65713.718000"
"Canada Net-zero","Alberta","Natural Gas","Primary Fuel","2025","64999.991000"
"Canada Net-zero","Alberta","Natural Gas","Primary Fuel","2026","64999.991000"
"Canada Net-zero","Alberta","Natural Gas","Primary Fuel","2027","64999.991000"
"Canada Net-zero","Alberta","Natural Gas","Primary Fuel","2028","64999.991000"
"Canada Net-zero","Alberta","Natural Gas","Primary Fuel","2029","64999.991000"
"Canada Net-zero","Alberta","Natural Gas","Primary Fuel","2030","64999.991000"
"Canada Net-zero","Alberta","Natural Gas","Primary Fuel","2031","64999.991000"
"Canada Net-zero","Alberta","Natural Gas","Primary Fuel","2032","53086.564000"
"Canada Net-zero","Alberta","Natural Gas","Primary Fuel","2033","50990.760000"
"Canada Net-zero","Alberta","Natural Gas","Primary Fuel","2034","50942.038000"
"Canada Net-zero","Alberta","Natural Gas","Primary Fuel","2035","36484.533000"
"Canada Net-zero","Alberta","Natural Gas","Primary Fuel","2036","35745.636000"
"Canada Net-zero","Alberta","Natural Gas","Primary Fuel","2037","34937.203000"
"Canada Net-zero","Alberta","Natural Gas","Primary Fuel","2038","36956.850000"
"Canada Net-zero","Alberta","Natural Gas","Primary Fuel","2039","37806.337000"
"Canada Net-zero","Alberta","Natural Gas","Primary Fuel","2040","37628.503000"
"Canada Net-zero","Alberta","Natural Gas","Primary Fuel","2041","37500.340000"
"Canada Net-zero","Alberta","Natural Gas","Primary Fuel","2042","39708.077000"
"Canada Net-zero","Alberta","Natural Gas","Primary Fuel","2043","45055.750000"
"Canada Net-zero","Alberta","Natural Gas","Primary Fuel","2044","52110.646000"
"Canada Net-zero","Alberta","Natural Gas","Primary Fuel","2045","56449.862000"
"Canada Net-zero","Alberta","Natural Gas","Primary Fuel","2046","55701.401000"
"Canada Net-zero","Alberta","Natural Gas","Primary Fuel","2047","54493.338000"
"Canada Net-zero","Alberta","Natural Gas","Primary Fuel","2048","57312.172000"
"Canada Net-zero","Alberta","Natural Gas","Primary Fuel","2049","57708.307000"
"Canada Net-zero","Alberta","Natural Gas","Primary Fuel","2050","56140.634000"
"Canada Net-zero","Alberta","Oil","Primary Fuel","2005","509.436700"
"Canada Net-zero","Alberta","Oil","Primary Fuel","2006","860.075700"
"Canada Net-zero","Alberta","Oil","Primary Fuel","2007","922.064700"
"Canada Net-zero","Alberta","Oil","Primary Fuel","2008","635.869800"
"Canada Net-zero","Alberta","Oil","Primary Fuel","2009","14.148000"
"Canada Net-zero","Alberta","Oil","Primary Fuel","2010","26.510000"
"Canada Net-zero","Alberta","Oil","Primary Fuel","2011","25.399000"
"Canada Net-zero","Alberta","Oil","Primary Fuel","2012","28.934000"
"Canada Net-zero","Alberta","Oil","Primary Fuel","2013","26.996000"
"Canada Net-zero","Alberta","Oil","Primary Fuel","2014","78.409000"
"Canada Net-zero","Alberta","Oil","Primary Fuel","2015","80.243000"
"Canada Net-zero","Alberta","Oil","Primary Fuel","2016","48.205000"
"Canada Net-zero","Alberta","Oil","Primary Fuel","2017","98.918000"
"Canada Net-zero","Alberta","Oil","Primary Fuel","2018","38.165000"
"Canada Net-zero","Alberta","Oil","Primary Fuel","2019","63.824000"
"Canada Net-zero","Alberta","Oil","Primary Fuel","2020","41.096000"
"Canada Net-zero","Alberta","Oil","Primary Fuel","2021","26.738000"
"Canada Net-zero","Alberta","Oil","Primary Fuel","2022","59.698000"
"Canada Net-zero","Alberta","Oil","Primary Fuel","2023","55.562000"
"Canada Net-zero","Alberta","Oil","Primary Fuel","2024","14.033000"
"Canada Net-zero","Alberta","Oil","Primary Fuel","2025","14.033000"
"Canada Net-zero","Alberta","Oil","Primary Fuel","2026","14.033000"
"Canada Net-zero","Alberta","Oil","Primary Fuel","2027","14.033000"
"Canada Net-zero","Alberta","Oil","Primary Fuel","2028","14.033000"
"Canada Net-zero","Alberta","Oil","Primary Fuel","2029","14.033000"
"Canada Net-zero","Alberta","Oil","Primary Fuel","2030","0.000000"
"Canada Net-zero","Alberta","Oil","Primary Fuel","2031","0.000000"
"Canada Net-zero","Alberta","Oil","Primary Fuel","2032","0.000000"
"Canada Net-zero","Alberta","Oil","Primary Fuel","2033","0.000000"
"Canada Net-zero","Alberta","Oil","Primary Fuel","2034","0.000000"
"Canada Net-zero","Alberta","Oil","Primary Fuel","2035","0.000000"
"Canada Net-zero","Alberta","Oil","Primary Fuel","2036","0.000000"
"Canada Net-zero","Alberta","Oil","Primary Fuel","2037","0.000000"
"Canada Net-zero","Alberta","Oil","Primary Fuel","2038","0.000000"
"Canada Net-zero","Alberta","Oil","Primary Fuel","2039","0.000000"
"Canada Net-zero","Alberta","Oil","Primary Fuel","2040","0.000000"
"Canada Net-zero","Alberta","Oil","Primary Fuel","2041","0.000000"
"Canada Net-zero","Alberta","Oil","Primary Fuel","2042","0.000000"
"Canada Net-zero","Alberta","Oil","Primary Fuel","2043","0.000000"
"Canada Net-zero","Alberta","Oil","Primary Fuel","2044","0.000000"
"Canada Net-zero","Alberta","Oil","Primary Fuel","2045","0.000000"
"Canada Net-zero","Alberta","Oil","Primary Fuel","2046","0.000000"
"Canada Net-zero","Alberta","Oil","Primary Fuel","2047","0.000000"
"Canada Net-zero","Alberta","Oil","Primary Fuel","2048","0.000000"
"Canada Net-zero","Alberta","Oil","Primary Fuel","2049","0.000000"
"Canada Net-zero","Alberta","Oil","Primary Fuel","2050","0.000000"
"Canada Net-zero","Alberta","Solar","Primary Fuel","2005","0.000000"
"Canada Net-zero","Alberta","Solar","Primary Fuel","2006","0.000000"
"Canada Net-zero","Alberta","Solar","Primary Fuel","2007","0.000000"
"Canada Net-zero","Alberta","Solar","Primary Fuel","2008","0.000000"
"Canada Net-zero","Alberta","Solar","Primary Fuel","2009","0.000000"
"Canada Net-zero","Alberta","Solar","Primary Fuel","2010","0.006000"
"Canada Net-zero","Alberta","Solar","Primary Fuel","2011","0.009000"
"Canada Net-zero","Alberta","Solar","Primary Fuel","2012","0.014000"
"Canada Net-zero","Alberta","Solar","Primary Fuel","2013","0.083000"
"Canada Net-zero","Alberta","Solar","Primary Fuel","2014","0.055000"
"Canada Net-zero","Alberta","Solar","Primary Fuel","2015","0.000000"
"Canada Net-zero","Alberta","Solar","Primary Fuel","2016","1.787000"
"Canada Net-zero","Alberta","Solar","Primary Fuel","2017","1.866000"
"Canada Net-zero","Alberta","Solar","Primary Fuel","2018","24.937000"
"Canada Net-zero","Alberta","Solar","Primary Fuel","2019","23.041000"
"Canada Net-zero","Alberta","Solar","Primary Fuel","2020","177.361000"
"Canada Net-zero","Alberta","Solar","Primary Fuel","2021","415.311000"
"Canada Net-zero","Alberta","Solar","Primary Fuel","2022","1152.308000"
"Canada Net-zero","Alberta","Solar","Primary Fuel","2023","2793.661000"
"Canada Net-zero","Alberta","Solar","Primary Fuel","2024","3090.293000"
"Canada Net-zero","Alberta","Solar","Primary Fuel","2025","4543.109000"
"Canada Net-zero","Alberta","Solar","Primary Fuel","2026","6373.635000"
"Canada Net-zero","Alberta","Solar","Primary Fuel","2027","6830.033000"
"Canada Net-zero","Alberta","Solar","Primary Fuel","2028","8362.406000"
"Canada Net-zero","Alberta","Solar","Primary Fuel","2029","8712.435000"
"Canada Net-zero","Alberta","Solar","Primary Fuel","2030","10212.625000"
"Canada Net-zero","Alberta","Solar","Primary Fuel","2031","10167.444000"
"Canada Net-zero","Alberta","Solar","Primary Fuel","2032","12785.362000"
"Canada Net-zero","Alberta","Solar","Primary Fuel","2033","12552.846000"
"Canada Net-zero","Alberta","Solar","Primary Fuel","2034","12682.667000"
"Canada Net-zero","Alberta","Solar","Primary Fuel","2035","14715.607000"
"Canada Net-zero","Alberta","Solar","Primary Fuel","2036","14843.587000"
"Canada Net-zero","Alberta","Solar","Primary Fuel","2037","14896.428000"
"Canada Net-zero","Alberta","Solar","Primary Fuel","2038","14954.536000"
"Canada Net-zero","Alberta","Solar","Primary Fuel","2039","15002.553000"
"Canada Net-zero","Alberta","Solar","Primary Fuel","2040","15053.925000"
"Canada Net-zero","Alberta","Solar","Primary Fuel","2041","15104.208000"
"Canada Net-zero","Alberta","Solar","Primary Fuel","2042","15154.099000"
"Canada Net-zero","Alberta","Solar","Primary Fuel","2043","15203.989000"
"Canada Net-zero","Alberta","Solar","Primary Fuel","2044","15253.423000"
"Canada Net-zero","Alberta","Solar","Primary Fuel","2045","15549.975000"
"Canada Net-zero","Alberta","Solar","Primary Fuel","2046","17606.258000"
"Canada Net-zero","Alberta","Solar","Primary Fuel","2047","19498.800000"
"Canada Net-zero","Alberta","Solar","Primary Fuel","2048","21548.310000"
"Canada Net-zero","Alberta","Solar","Primary Fuel","2049","23611.366000"
"Canada Net-zero","Alberta","Solar","Primary Fuel","2050","25667.650000"
"Canada Net-zero","Alberta","Uranium","Primary Fuel","2005","0.000000"
"Canada Net-zero","Alberta","Uranium","Primary Fuel","2006","0.000000"
"Canada Net-zero","Alberta","Uranium","Primary Fuel","2007","0.000000"
"Canada Net-zero","Alberta","Uranium","Primary Fuel","2008","0.000000"
"Canada Net-zero","Alberta","Uranium","Primary Fuel","2009","0.000000"
"Canada Net-zero","Alberta","Uranium","Primary Fuel","2010","0.000000"
"Canada Net-zero","Alberta","Uranium","Primary Fuel","2011","0.000000"
"Canada Net-zero","Alberta","Uranium","Primary Fuel","2012","0.000000"
"Canada Net-zero","Alberta","Uranium","Primary Fuel","2013","0.000000"
"Canada Net-zero","Alberta","Uranium","Primary Fuel","2014","0.000000"
"Canada Net-zero","Alberta","Uranium","Primary Fuel","2015","0.000000"
"Canada Net-zero","Alberta","Uranium","Primary Fuel","2016","0.000000"
"Canada Net-zero","Alberta","Uranium","Primary Fuel","2017","0.000000"
"Canada Net-zero","Alberta","Uranium","Primary Fuel","2018","0.000000"
"Canada Net-zero","Alberta","Uranium","Primary Fuel","2019","0.000000"
"Canada Net-zero","Alberta","Uranium","Primary Fuel","2020","0.000000"
"Canada Net-zero","Alberta","Uranium","Primary Fuel","2021","0.000000"
"Canada Net-zero","Alberta","Uranium","Primary Fuel","2022","0.000000"
"Canada Net-zero","Alberta","Uranium","Primary Fuel","2023","0.000000"
"Canada Net-zero","Alberta","Uranium","Primary Fuel","2024","0.000000"
"Canada Net-zero","Alberta","Uranium","Primary Fuel","2025","0.000000"
"Canada Net-zero","Alberta","Uranium","Primary Fuel","2026","0.000000"
"Canada Net-zero","Alberta","Uranium","Primary Fuel","2027","0.000000"
"Canada Net-zero","Alberta","Uranium","Primary Fuel","2028","0.000000"
"Canada Net-zero","Alberta","Uranium","Primary Fuel","2029","0.000000"
"Canada Net-zero","Alberta","Uranium","Primary Fuel","2030","0.000000"
"Canada Net-zero","Alberta","Uranium","Primary Fuel","2031","0.000000"
"Canada Net-zero","Alberta","Uranium","Primary Fuel","2032","0.000000"
"Canada Net-zero","Alberta","Uranium","Primary Fuel","2033","0.000000"
"Canada Net-zero","Alberta","Uranium","Primary Fuel","2034","0.000000"
"Canada Net-zero","Alberta","Uranium","Primary Fuel","2035","0.000000"
"Canada Net-zero","Alberta","Uranium","Primary Fuel","2036","0.000000"
"Canada Net-zero","Alberta","Uranium","Primary Fuel","2037","0.000000"
"Canada Net-zero","Alberta","Uranium","Primary Fuel","2038","0.000000"
"Canada Net-zero","Alberta","Uranium","Primary Fuel","2039","0.000000"
"Canada Net-zero","Alberta","Uranium","Primary Fuel","2040","0.000000"
"Canada Net-zero","Alberta","Uranium","Primary Fuel","2041","0.000000"
"Canada Net-zero","Alberta","Uranium","Primary Fuel","2042","0.000000"
"Canada Net-zero","Alberta","Uranium","Primary Fuel","2043","0.000000"
"Canada Net-zero","Alberta","Uranium","Primary Fuel","2044","1087.179000"
"Canada Net-zero","Alberta","Uranium","Primary Fuel","2045","1132.035000"
"Canada Net-zero","Alberta","Uranium","Primary Fuel","2046","6865.932000"
"Canada Net-zero","Alberta","Uranium","Primary Fuel","2047","12909.141000"
"Canada Net-zero","Alberta","Uranium","Primary Fuel","2048","17677.668000"
"Canada Net-zero","Alberta","Uranium","Primary Fuel","2049","19665.635000"
"Canada Net-zero","Alberta","Uranium","Primary Fuel","2050","27432.952000"
"Canada Net-zero","Alberta","Wind","Primary Fuel","2005","741.000000"
"Canada Net-zero","Alberta","Wind","Primary Fuel","2006","921.000100"
"Canada Net-zero","Alberta","Wind","Primary Fuel","2007","1430.000000"
"Canada Net-zero","Alberta","Wind","Primary Fuel","2008","1473.000000"
"Canada Net-zero","Alberta","Wind","Primary Fuel","2009","1558.000000"
"Canada Net-zero","Alberta","Wind","Primary Fuel","2010","1627.441000"
"Canada Net-zero","Alberta","Wind","Primary Fuel","2011","2224.816000"
"Canada Net-zero","Alberta","Wind","Primary Fuel","2012","2291.720000"
"Canada Net-zero","Alberta","Wind","Primary Fuel","2013","2256.222000"
"Canada Net-zero","Alberta","Wind","Primary Fuel","2014","3518.866000"
"Canada Net-zero","Alberta","Wind","Primary Fuel","2015","4089.320000"
"Canada Net-zero","Alberta","Wind","Primary Fuel","2016","4586.389000"
"Canada Net-zero","Alberta","Wind","Primary Fuel","2017","4634.077000"
"Canada Net-zero","Alberta","Wind","Primary Fuel","2018","4119.003000"
"Canada Net-zero","Alberta","Wind","Primary Fuel","2019","3958.499000"
"Canada Net-zero","Alberta","Wind","Primary Fuel","2020","5942.377000"
"Canada Net-zero","Alberta","Wind","Primary Fuel","2021","6777.505000"
"Canada Net-zero","Alberta","Wind","Primary Fuel","2022","7215.393000"
"Canada Net-zero","Alberta","Wind","Primary Fuel","2023","10678.027000"
"Canada Net-zero","Alberta","Wind","Primary Fuel","2024","13390.069000"
"Canada Net-zero","Alberta","Wind","Primary Fuel","2025","15687.036000"
"Canada Net-zero","Alberta","Wind","Primary Fuel","2026","14849.833000"
"Canada Net-zero","Alberta","Wind","Primary Fuel","2027","15326.518000"
"Canada Net-zero","Alberta","Wind","Primary Fuel","2028","16434.343000"
"Canada Net-zero","Alberta","Wind","Primary Fuel","2029","17315.612000"
"Canada Net-zero","Alberta","Wind","Primary Fuel","2030","23525.312000"
"Canada Net-zero","Alberta","Wind","Primary Fuel","2031","29288.913000"
"Canada Net-zero","Alberta","Wind","Primary Fuel","2032","38345.067000"
