"Scenario","Region","Variable","Type","Year","Value"
"Current Measures","Canada","Hydro / Wave / Tidal","Primary Fuel","2018","382164.437000"
"Current Measures","Canada","Hydro / Wave / Tidal","Primary Fuel","2019","378063.430000"
"Current Measures","Canada","Hydro / Wave / Tidal","Primary Fuel","2020","382789.179000"
"Current Measures","Canada","Hydro / Wave / Tidal","Primary Fuel","2021","378715.002000"
"Current Measures","Canada","Hydro / Wave / Tidal","Primary Fuel","2022","393857.879000"
"Current Measures","Canada","Hydro / Wave / Tidal","Primary Fuel","2023","357238.378000"
"Current Measures","Canada","Hydro / Wave / Tidal","Primary Fuel","2024","379066.684000"
"Current Measures","Canada","Hydro / Wave / Tidal","Primary Fuel","2025","385697.464000"
"Current Measures","Canada","Hydro / Wave / Tidal","Primary Fuel","2026","385346.969000"
"Current Measures","Canada","Hydro / Wave / Tidal","Primary Fuel","2027","385867.271000"
"Current Measures","Canada","Hydro / Wave / Tidal","Primary Fuel","2028","387483.721000"
"Current Measures","Canada","Hydro / Wave / Tidal","Primary Fuel","2029","390480.838000"
"Current Measures","Canada","Hydro / Wave / Tidal","Primary Fuel","2030","393928.634000"
"Current Measures","Canada","Hydro / Wave / Tidal","Primary Fuel","2031","397843.318000"
"Current Measures","Canada","Hydro / Wave / Tidal","Primary Fuel","2032","396771.028000"
"Current Measures","Canada","Hydro / Wave / Tidal","Primary Fuel","2033","406333.182000"
"Current Measures","Canada","Hydro / Wave / Tidal","Primary Fuel","2034","414373.367000"
"Current Measures","Canada","Hydro / Wave / Tidal","Primary Fuel","2035","425500.344000"
"Current Measures","Canada","Hydro / Wave / Tidal","Primary Fuel","2036","422988.166000"
"Current Measures","Canada","Hydro / Wave / Tidal","Primary Fuel","2037","426536.602000"
"Current Measures","Canada","Hydro / Wave / Tidal","Primary Fuel","2038","429272.637000"
"Current Measures","Canada","Hydro / Wave / Tidal","Primary Fuel","2039","429951.511000"
"Current Measures","Canada","Hydro / Wave / Tidal","Primary Fuel","2040","429870.813000"
"Current Measures","Canada","Hydro / Wave / Tidal","Primary Fuel","2041","432563.179000"
"Current Measures","Canada","Hydro / Wave / Tidal","Primary Fuel","2042","432538.984000"
"Current Measures","Canada","Hydro / Wave / Tidal","Primary Fuel","2043","433362.253000"
"Current Measures","Canada","Hydro / Wave / Tidal","Primary Fuel","2044","431116.020000"
"Current Measures","Canada","Hydro / Wave / Tidal","Primary Fuel","2045","434773.596000"
"Current Measures","Canada","Hydro / Wave / Tidal","Primary Fuel","2046","434417.288000"
"Current Measures","Canada","Hydro / Wave / Tidal","Primary Fuel","2047","434455.802000"
"Current Measures","Canada","Hydro / Wave / Tidal","Primary Fuel","2048","431127.426000"
"Current Measures","Canada","Hydro / Wave / Tidal","Primary Fuel","2049","433469.410000"
"Current Measures","Canada","Hydro / Wave / Tidal","Primary Fuel","2050","434111.701000"
"Current Measures","Canada","Hydrogen","Primary Fuel","2005","0.000000"
"Current Measures","Canada","Hydrogen","Primary Fuel","2006","0.000000"
"Current Measures","Canada","Hydrogen","Primary Fuel","2007","0.000000"
"Current Measures","Canada","Hydrogen","Primary Fuel","2008","0.000000"
"Current Measures","Canada","Hydrogen","Primary Fuel","2009","0.000000"
"Current Measures","Canada","Hydrogen","Primary Fuel","2010","0.000000"
"Current Measures","Canada","Hydrogen","Primary Fuel","2011","0.000000"
"Current Measures","Canada","Hydrogen","Primary Fuel","2012","0.000000"
"Current Measures","Canada","Hydrogen","Primary Fuel","2013","0.000000"
"Current Measures","Canada","Hydrogen","Primary Fuel","2014","0.000000"
"Current Measures","Canada","Hydrogen","Primary Fuel","2015","0.000000"
"Current Measures","Canada","Hydrogen","Primary Fuel","2016","0.000000"
"Current Measures","Canada","Hydrogen","Primary Fuel","2017","0.000000"
"Current Measures","Canada","Hydrogen","Primary Fuel","2018","0.000000"
"Current Measures","Canada","Hydrogen","Primary Fuel","2019","0.000000"
"Current Measures","Canada","Hydrogen","Primary Fuel","2020","0.000000"
"Current Measures","Canada","Hydrogen","Primary Fuel","2021","0.000000"
"Current Measures","Canada","Hydrogen","Primary Fuel","2022","0.000000"
"Current Measures","Canada","Hydrogen","Primary Fuel","2023","0.000000"
"Current Measures","Canada","Hydrogen","Primary Fuel","2024","0.000000"
"Current Measures","Canada","Hydrogen","Primary Fuel","2025","0.000000"
"Current Measures","Canada","Hydrogen","Primary Fuel","2026","0.000000"
"Current Measures","Canada","Hydrogen","Primary Fuel","2027","0.000000"
"Current Measures","Canada","Hydrogen","Primary Fuel","2028","0.000000"
"Current Measures","Canada","Hydrogen","Primary Fuel","2029","0.000000"
"Current Measures","Canada","Hydrogen","Primary Fuel","2030","0.000000"
"Current Measures","Canada","Hydrogen","Primary Fuel","2031","0.000000"
"Current Measures","Canada","Hydrogen","Primary Fuel","2032","0.000000"
"Current Measures","Canada","Hydrogen","Primary Fuel","2033","0.000000"
"Current Measures","Canada","Hydrogen","Primary Fuel","2034","0.000000"
"Current Measures","Canada","Hydrogen","Primary Fuel","2035","0.000000"
"Current Measures","Canada","Hydrogen","Primary Fuel","2036","0.000000"
"Current Measures","Canada","Hydrogen","Primary Fuel","2037","0.000000"
"Current Measures","Canada","Hydrogen","Primary Fuel","2038","0.000000"
"Current Measures","Canada","Hydrogen","Primary Fuel","2039","551.177000"
"Current Measures","Canada","Hydrogen","Primary Fuel","2040","721.245000"
"Current Measures","Canada","Hydrogen","Primary Fuel","2041","1833.149000"
"Current Measures","Canada","Hydrogen","Primary Fuel","2042","1647.375000"
"Current Measures","Canada","Hydrogen","Primary Fuel","2043","2003.265000"
"Current Measures","Canada","Hydrogen","Primary Fuel","2044","2185.747000"
"Current Measures","Canada","Hydrogen","Primary Fuel","2045","3619.918000"
"Current Measures","Canada","Hydrogen","Primary Fuel","2046","3980.738000"
"Current Measures","Canada","Hydrogen","Primary Fuel","2047","4816.697000"
"Current Measures","Canada","Hydrogen","Primary Fuel","2048","2691.948000"
"Current Measures","Canada","Hydrogen","Primary Fuel","2049","4023.030000"
"Current Measures","Canada","Hydrogen","Primary Fuel","2050","3940.005000"
"Current Measures","Canada","Natural Gas","Primary Fuel","2005","40015.793200"
"Current Measures","Canada","Natural Gas","Primary Fuel","2006","43057.986900"
"Current Measures","Canada","Natural Gas","Primary Fuel","2007","47278.582900"
"Current Measures","Canada","Natural Gas","Primary Fuel","2008","43912.886100"
"Current Measures","Canada","Natural Gas","Primary Fuel","2009","42619.737800"
"Current Measures","Canada","Natural Gas","Primary Fuel","2010","54093.168000"
"Current Measures","Canada","Natural Gas","Primary Fuel","2011","63514.067000"
"Current Measures","Canada","Natural Gas","Primary Fuel","2012","63899.024000"
"Current Measures","Canada","Natural Gas","Primary Fuel","2013","60403.564000"
"Current Measures","Canada","Natural Gas","Primary Fuel","2014","59038.299000"
"Current Measures","Canada","Natural Gas","Primary Fuel","2015","65743.654000"
"Current Measures","Canada","Natural Gas","Primary Fuel","2016","63421.955000"
"Current Measures","Canada","Natural Gas","Primary Fuel","2017","62934.244000"
"Current Measures","Canada","Natural Gas","Primary Fuel","2018","66979.598000"
"Current Measures","Canada","Natural Gas","Primary Fuel","2019","69561.611000"
"Current Measures","Canada","Natural Gas","Primary Fuel","2020","73388.356000"
"Current Measures","Canada","Natural Gas","Primary Fuel","2021","80895.455000"
"Current Measures","Canada","Natural Gas","Primary Fuel","2022","87322.857000"
"Current Measures","Canada","Natural Gas","Primary Fuel","2023","98755.363000"
"Current Measures","Canada","Natural Gas","Primary Fuel","2024","107661.595000"
"Current Measures","Canada","Natural Gas","Primary Fuel","2025","112163.963000"
"Current Measures","Canada","Natural Gas","Primary Fuel","2026","106544.035000"
"Current Measures","Canada","Natural Gas","Primary Fuel","2027","108183.471000"
"Current Measures","Canada","Natural Gas","Primary Fuel","2028","106828.222000"
"Current Measures","Canada","Natural Gas","Primary Fuel","2029","105605.040000"
"Current Measures","Canada","Natural Gas","Primary Fuel","2030","105451.940000"
"Current Measures","Canada","Natural Gas","Primary Fuel","2031","106989.145000"
"Current Measures","Canada","Natural Gas","Primary Fuel","2032","97562.403000"
"Current Measures","Canada","Natural Gas","Primary Fuel","2033","91996.031000"
"Current Measures","Canada","Natural Gas","Primary Fuel","2034","91626.687000"
"Current Measures","Canada","Natural Gas","Primary Fuel","2035","79549.772000"
"Current Measures","Canada","Natural Gas","Primary Fuel","2036","86162.618000"
"Current Measures","Canada","Natural Gas","Primary Fuel","2037","87913.194000"
"Current Measures","Canada","Natural Gas","Primary Fuel","2038","91974.369000"
"Current Measures","Canada","Natural Gas","Primary Fuel","2039","97889.785000"
"Current Measures","Canada","Natural Gas","Primary Fuel","2040","99985.149000"
"Current Measures","Canada","Natural Gas","Primary Fuel","2041","102880.365000"
"Current Measures","Canada","Natural Gas","Primary Fuel","2042","104726.678000"
"Current Measures","Canada","Natural Gas","Primary Fuel","2043","106071.351000"
"Current Measures","Canada","Natural Gas","Primary Fuel","2044","110779.395000"
"Current Measures","Canada","Natural Gas","Primary Fuel","2045","108932.593000"
"Current Measures","Canada","Natural Gas","Primary Fuel","2046","108179.852000"
"Current Measures","Canada","Natural Gas","Primary Fuel","2047","107638.941000"
"Current Measures","Canada","Natural Gas","Primary Fuel","2048","107445.172000"
"Current Measures","Canada","Natural Gas","Primary Fuel","2049","100254.263000"
"Current Measures","Canada","Natural Gas","Primary Fuel","2050","68811.280000"
"Current Measures","Canada","Oil","Primary Fuel","2005","8193.960800"
"Current Measures","Canada","Oil","Primary Fuel","2006","7877.576200"
"Current Measures","Canada","Oil","Primary Fuel","2007","8776.756500"
"Current Measures","Canada","Oil","Primary Fuel","2008","6929.512700"
"Current Measures","Canada","Oil","Primary Fuel","2009","7336.523300"
"Current Measures","Canada","Oil","Primary Fuel","2010","5414.856000"
"Current Measures","Canada","Oil","Primary Fuel","2011","4826.550000"
"Current Measures","Canada","Oil","Primary Fuel","2012","4647.988000"
"Current Measures","Canada","Oil","Primary Fuel","2013","4332.122000"
"Current Measures","Canada","Oil","Primary Fuel","2014","7003.124000"
"Current Measures","Canada","Oil","Primary Fuel","2015","5266.725000"
"Current Measures","Canada","Oil","Primary Fuel","2016","5087.454000"
"Current Measures","Canada","Oil","Primary Fuel","2017","4150.070000"
"Current Measures","Canada","Oil","Primary Fuel","2018","4189.286000"
"Current Measures","Canada","Oil","Primary Fuel","2019","3719.719000"
"Current Measures","Canada","Oil","Primary Fuel","2020","2746.839000"
"Current Measures","Canada","Oil","Primary Fuel","2021","2739.998000"
"Current Measures","Canada","Oil","Primary Fuel","2022","3402.408000"
"Current Measures","Canada","Oil","Primary Fuel","2023","2882.580000"
"Current Measures","Canada","Oil","Primary Fuel","2024","2179.907000"
"Current Measures","Canada","Oil","Primary Fuel","2025","2225.704000"
"Current Measures","Canada","Oil","Primary Fuel","2026","2081.845000"
"Current Measures","Canada","Oil","Primary Fuel","2027","2062.963000"
"Current Measures","Canada","Oil","Primary Fuel","2028","2608.602000"
"Current Measures","Canada","Oil","Primary Fuel","2029","2508.049000"
"Current Measures","Canada","Oil","Primary Fuel","2030","1859.631000"
"Current Measures","Canada","Oil","Primary Fuel","2031","845.005000"
"Current Measures","Canada","Oil","Primary Fuel","2032","796.243000"
"Current Measures","Canada","Oil","Primary Fuel","2033","751.405000"
"Current Measures","Canada","Oil","Primary Fuel","2034","765.832000"
"Current Measures","Canada","Oil","Primary Fuel","2035","584.654000"
"Current Measures","Canada","Oil","Primary Fuel","2036","791.886000"
"Current Measures","Canada","Oil","Primary Fuel","2037","762.925000"
"Current Measures","Canada","Oil","Primary Fuel","2038","772.602000"
"Current Measures","Canada","Oil","Primary Fuel","2039","772.086000"
"Current Measures","Canada","Oil","Primary Fuel","2040","841.697000"
"Current Measures","Canada","Oil","Primary Fuel","2041","749.801000"
"Current Measures","Canada","Oil","Primary Fuel","2042","703.907000"
"Current Measures","Canada","Oil","Primary Fuel","2043","668.632000"
"Current Measures","Canada","Oil","Primary Fuel","2044","794.792000"
"Current Measures","Canada","Oil","Primary Fuel","2045","747.252000"
"Current Measures","Canada","Oil","Primary Fuel","2046","776.695000"
"Current Measures","Canada","Oil","Primary Fuel","2047","838.077000"
"Current Measures","Canada","Oil","Primary Fuel","2048","883.839000"
"Current Measures","Canada","Oil","Primary Fuel","2049","843.029000"
"Current Measures","Canada","Oil","Primary Fuel","2050","894.823000"
"Current Measures","Canada","Solar","Primary Fuel","2005","0.000000"
"Current Measures","Canada","Solar","Primary Fuel","2006","0.000000"
"Current Measures","Canada","Solar","Primary Fuel","2007","0.000000"
"Current Measures","Canada","Solar","Primary Fuel","2008","0.000000"
"Current Measures","Canada","Solar","Primary Fuel","2009","5.000000"
"Current Measures","Canada","Solar","Primary Fuel","2010","115.745000"
"Current Measures","Canada","Solar","Primary Fuel","2011","256.935000"
"Current Measures","Canada","Solar","Primary Fuel","2012","315.843000"
"Current Measures","Canada","Solar","Primary Fuel","2013","360.478000"
"Current Measures","Canada","Solar","Primary Fuel","2014","287.184000"
"Current Measures","Canada","Solar","Primary Fuel","2015","1426.619000"
"Current Measures","Canada","Solar","Primary Fuel","2016","1779.083000"
"Current Measures","Canada","Solar","Primary Fuel","2017","2001.842000"
"Current Measures","Canada","Solar","Primary Fuel","2018","2192.046000"
"Current Measures","Canada","Solar","Primary Fuel","2019","2193.372000"
"Current Measures","Canada","Solar","Primary Fuel","2020","5503.777000"
"Current Measures","Canada","Solar","Primary Fuel","2021","5879.492000"
"Current Measures","Canada","Solar","Primary Fuel","2022","6963.352000"
"Current Measures","Canada","Solar","Primary Fuel","2023","6810.886000"
"Current Measures","Canada","Solar","Primary Fuel","2024","8319.717000"
"Current Measures","Canada","Solar","Primary Fuel","2025","9733.710000"
"Current Measures","Canada","Solar","Primary Fuel","2026","11882.525000"
"Current Measures","Canada","Solar","Primary Fuel","2027","12684.459000"
"Current Measures","Canada","Solar","Primary Fuel","2028","14719.896000"
"Current Measures","Canada","Solar","Primary Fuel","2029","16344.973000"
"Current Measures","Canada","Solar","Primary Fuel","2030","19905.549000"
"Current Measures","Canada","Solar","Primary Fuel","2031","21458.849000"
"Current Measures","Canada","Solar","Primary Fuel","2032","24202.229000"
"Current Measures","Canada","Solar","Primary Fuel","2033","24528.952000"
"Current Measures","Canada","Solar","Primary Fuel","2034","25126.034000"
"Current Measures","Canada","Solar","Primary Fuel","2035","29427.488000"
"Current Measures","Canada","Solar","Primary Fuel","2036","30024.442000"
"Current Measures","Canada","Solar","Primary Fuel","2037","29897.294000"
"Current Measures","Canada","Solar","Primary Fuel","2038","30274.588000"
"Current Measures","Canada","Solar","Primary Fuel","2039","30673.821000"
"Current Measures","Canada","Solar","Primary Fuel","2040","31841.084000"
"Current Measures","Canada","Solar","Primary Fuel","2041","32100.738000"
"Current Measures","Canada","Solar","Primary Fuel","2042","32428.083000"
"Current Measures","Canada","Solar","Primary Fuel","2043","32501.295000"
"Current Measures","Canada","Solar","Primary Fuel","2044","32870.185000"
"Current Measures","Canada","Solar","Primary Fuel","2045","33208.655000"
"Current Measures","Canada","Solar","Primary Fuel","2046","34259.244000"
"Current Measures","Canada","Solar","Primary Fuel","2047","36667.555000"
"Current Measures","Canada","Solar","Primary Fuel","2048","38865.389000"
"Current Measures","Canada","Solar","Primary Fuel","2049","44978.111000"
"Current Measures","Canada","Solar","Primary Fuel","2050","51240.475000"
"Current Measures","Canada","Uranium","Primary Fuel","2005","82347.000000"
"Current Measures","Canada","Uranium","Primary Fuel","2006","87823.000000"
"Current Measures","Canada","Uranium","Primary Fuel","2007","83869.000000"
"Current Measures","Canada","Uranium","Primary Fuel","2008","86961.000000"
"Current Measures","Canada","Uranium","Primary Fuel","2009","81395.980000"
"Current Measures","Canada","Uranium","Primary Fuel","2010","81975.000000"
"Current Measures","Canada","Uranium","Primary Fuel","2011","84766.000000"
"Current Measures","Canada","Uranium","Primary Fuel","2012","85275.000000"
"Current Measures","Canada","Uranium","Primary Fuel","2013","97581.990000"
"Current Measures","Canada","Uranium","Primary Fuel","2014","101207.810000"
"Current Measures","Canada","Uranium","Primary Fuel","2015","96045.980000"
"Current Measures","Canada","Uranium","Primary Fuel","2016","95687.010000"
"Current Measures","Canada","Uranium","Primary Fuel","2017","95565.000000"
"Current Measures","Canada","Uranium","Primary Fuel","2018","95029.010000"
"Current Measures","Canada","Uranium","Primary Fuel","2019","95470.000000"
"Current Measures","Canada","Uranium","Primary Fuel","2020","92636.969000"
"Current Measures","Canada","Uranium","Primary Fuel","2021","87385.631000"
"Current Measures","Canada","Uranium","Primary Fuel","2022","82300.991000"
"Current Measures","Canada","Uranium","Primary Fuel","2023","84011.001000"
"Current Measures","Canada","Uranium","Primary Fuel","2024","85629.807000"
"Current Measures","Canada","Uranium","Primary Fuel","2025","75677.421000"
"Current Measures","Canada","Uranium","Primary Fuel","2026","79507.846000"
"Current Measures","Canada","Uranium","Primary Fuel","2027","71316.648000"
"Current Measures","Canada","Uranium","Primary Fuel","2028","75784.196000"
"Current Measures","Canada","Uranium","Primary Fuel","2029","76226.426000"
"Current Measures","Canada","Uranium","Primary Fuel","2030","78517.255000"
"Current Measures","Canada","Uranium","Primary Fuel","2031","83835.569000"
"Current Measures","Canada","Uranium","Primary Fuel","2032","89865.596000"
"Current Measures","Canada","Uranium","Primary Fuel","2033","95350.286000"
"Current Measures","Canada","Uranium","Primary Fuel","2034","99820.143000"
"Current Measures","Canada","Uranium","Primary Fuel","2035","107461.924000"
"Current Measures","Canada","Uranium","Primary Fuel","2036","112028.575000"
"Current Measures","Canada","Uranium","Primary Fuel","2037","111752.148000"
"Current Measures","Canada","Uranium","Primary Fuel","2038","114081.816000"
"Current Measures","Canada","Uranium","Primary Fuel","2039","116078.772000"
"Current Measures","Canada","Uranium","Primary Fuel","2040","120775.693000"
"Current Measures","Canada","Uranium","Primary Fuel","2041","120277.005000"
"Current Measures","Canada","Uranium","Primary Fuel","2042","119822.756000"
"Current Measures","Canada","Uranium","Primary Fuel","2043","120179.195000"
"Current Measures","Canada","Uranium","Primary Fuel","2044","120665.750000"
"Current Measures","Canada","Uranium","Primary Fuel","2045","118843.371000"
"Current Measures","Canada","Uranium","Primary Fuel","2046","118052.132000"
"Current Measures","Canada","Uranium","Primary Fuel","2047","118369.544000"
"Current Measures","Canada","Uranium","Primary Fuel","2048","118078.460000"
"Current Measures","Canada","Uranium","Primary Fuel","2049","122154.472000"
"Current Measures","Canada","Uranium","Primary Fuel","2050","128130.198000"
"Current Measures","Canada","Wind","Primary Fuel","2005","1453.407000"
"Current Measures","Canada","Wind","Primary Fuel","2006","2529.407100"
"Current Measures","Canada","Wind","Primary Fuel","2007","3683.407100"
"Current Measures","Canada","Wind","Primary Fuel","2008","4715.437000"
"Current Measures","Canada","Wind","Primary Fuel","2009","7031.227900"
"Current Measures","Canada","Wind","Primary Fuel","2010","8636.950000"
"Current Measures","Canada","Wind","Primary Fuel","2011","10086.688000"
"Current Measures","Canada","Wind","Primary Fuel","2012","11198.373000"
"Current Measures","Canada","Wind","Primary Fuel","2013","11033.989000"
"Current Measures","Canada","Wind","Primary Fuel","2014","12688.899000"
"Current Measures","Canada","Wind","Primary Fuel","2015","26696.727000"
"Current Measures","Canada","Wind","Primary Fuel","2016","30623.786000"
"Current Measures","Canada","Wind","Primary Fuel","2017","31198.479000"
"Current Measures","Canada","Wind","Primary Fuel","2018","33136.646000"
"Current Measures","Canada","Wind","Primary Fuel","2019","32546.817000"
"Current Measures","Canada","Wind","Primary Fuel","2020","35406.835000"
"Current Measures","Canada","Wind","Primary Fuel","2021","36923.799000"
"Current Measures","Canada","Wind","Primary Fuel","2022","39082.952000"
"Current Measures","Canada","Wind","Primary Fuel","2023","40105.356000"
"Current Measures","Canada","Wind","Primary Fuel","2024","43063.466000"
"Current Measures","Canada","Wind","Primary Fuel","2025","44817.113000"
"Current Measures","Canada","Wind","Primary Fuel","2026","47140.130000"
"Current Measures","Canada","Wind","Primary Fuel","2027","49407.684000"
"Current Measures","Canada","Wind","Primary Fuel","2028","53464.420000"
"Current Measures","Canada","Wind","Primary Fuel","2029","62256.370000"
"Current Measures","Canada","Wind","Primary Fuel","2030","86741.489000"
"Current Measures","Canada","Wind","Primary Fuel","2031","108553.149000"
"Current Measures","Canada","Wind","Primary Fuel","2032","127981.495000"
"Current Measures","Canada","Wind","Primary Fuel","2033","131598.032000"
"Current Measures","Canada","Wind","Primary Fuel","2034","138176.416000"
"Current Measures","Canada","Wind","Primary Fuel","2035","150686.498000"
"Current Measures","Canada","Wind","Primary Fuel","2036","166611.099000"
"Current Measures","Canada","Wind","Primary Fuel","2037","169858.247000"
"Current Measures","Canada","Wind","Primary Fuel","2038","175823.746000"
"Current Measures","Canada","Wind","Primary Fuel","2039","180101.570000"
"Current Measures","Canada","Wind","Primary Fuel","2040","189172.368000"
"Current Measures","Canada","Wind","Primary Fuel","2041","192662.265000"
"Current Measures","Canada","Wind","Primary Fuel","2042","195718.402000"
"Current Measures","Canada","Wind","Primary Fuel","2043","204481.039000"
"Current Measures","Canada","Wind","Primary Fuel","2044","213723.273000"
"Current Measures","Canada","Wind","Primary Fuel","2045","224039.932000"
"Current Measures","Canada","Wind","Primary Fuel","2046","234573.601000"
"Current Measures","Canada","Wind","Primary Fuel","2047","241365.230000"
"Current Measures","Canada","Wind","Primary Fuel","2048","247414.126000"
"Current Measures","Canada","Wind","Primary Fuel","2049","253920.269000"
"Current Measures","Canada","Wind","Primary Fuel","2050","276993.026000"
"Current Measures","Manitoba","Biomass / Geothermal","Primary Fuel","2005","27.330000"
"Current Measures","Manitoba","Biomass / Geothermal","Primary Fuel","2006","32.000000"
"Current Measures","Manitoba","Biomass / Geothermal","Primary Fuel","2007","27.000000"
"Current Measures","Manitoba","Biomass / Geothermal","Primary Fuel","2008","38.000000"
"Current Measures","Manitoba","Biomass / Geothermal","Primary Fuel","2009","0.000000"
"Current Measures","Manitoba","Biomass / Geothermal","Primary Fuel","2010","0.000000"
"Current Measures","Manitoba","Biomass / Geothermal","Primary Fuel","2011","0.000000"
"Current Measures","Manitoba","Biomass / Geothermal","Primary Fuel","2012","39.000000"
"Current Measures","Manitoba","Biomass / Geothermal","Primary Fuel","2013","42.000000"
"Current Measures","Manitoba","Biomass / Geothermal","Primary Fuel","2014","64.400000"
"Current Measures","Manitoba","Biomass / Geothermal","Primary Fuel","2015","82.000000"
"Current Measures","Manitoba","Biomass / Geothermal","Primary Fuel","2016","87.000000"
"Current Measures","Manitoba","Biomass / Geothermal","Primary Fuel","2017","56.000000"
"Current Measures","Manitoba","Biomass / Geothermal","Primary Fuel","2018","46.000000"
"Current Measures","Manitoba","Biomass / Geothermal","Primary Fuel","2019","82.000000"
"Current Measures","Manitoba","Biomass / Geothermal","Primary Fuel","2020","83.460000"
"Current Measures","Manitoba","Biomass / Geothermal","Primary Fuel","2021","80.676000"
"Current Measures","Manitoba","Biomass / Geothermal","Primary Fuel","2022","83.032000"
"Current Measures","Manitoba","Biomass / Geothermal","Primary Fuel","2023","74.908000"
"Current Measures","Manitoba","Biomass / Geothermal","Primary Fuel","2024","0.000000"
"Current Measures","Manitoba","Biomass / Geothermal","Primary Fuel","2025","0.000000"
"Current Measures","Manitoba","Biomass / Geothermal","Primary Fuel","2026","0.000000"
"Current Measures","Manitoba","Biomass / Geothermal","Primary Fuel","2027","0.000000"
"Current Measures","Manitoba","Biomass / Geothermal","Primary Fuel","2028","7.211000"
"Current Measures","Manitoba","Biomass / Geothermal","Primary Fuel","2029","2.943000"
"Current Measures","Manitoba","Biomass / Geothermal","Primary Fuel","2030","2.025000"
"Current Measures","Manitoba","Biomass / Geothermal","Primary Fuel","2031","1.579000"
"Current Measures","Manitoba","Biomass / Geothermal","Primary Fuel","2032","1.295000"
"Current Measures","Manitoba","Biomass / Geothermal","Primary Fuel","2033","4.003000"
"Current Measures","Manitoba","Biomass / Geothermal","Primary Fuel","2034","3.025000"
"Current Measures","Manitoba","Biomass / Geothermal","Primary Fuel","2035","0.133000"
"Current Measures","Manitoba","Biomass / Geothermal","Primary Fuel","2036","4.034000"
"Current Measures","Manitoba","Biomass / Geothermal","Primary Fuel","2037","0.513000"
"Current Measures","Manitoba","Biomass / Geothermal","Primary Fuel","2038","4.689000"
"Current Measures","Manitoba","Biomass / Geothermal","Primary Fuel","2039","3.869000"
"Current Measures","Manitoba","Biomass / Geothermal","Primary Fuel","2040","0.000000"
"Current Measures","Manitoba","Biomass / Geothermal","Primary Fuel","2041","0.000000"
"Current Measures","Manitoba","Biomass / Geothermal","Primary Fuel","2042","0.098000"
"Current Measures","Manitoba","Biomass / Geothermal","Primary Fuel","2043","1.168000"
"Current Measures","Manitoba","Biomass / Geothermal","Primary Fuel","2044","1.008000"
"Current Measures","Manitoba","Biomass / Geothermal","Primary Fuel","2045","0.858000"
"Current Measures","Manitoba","Biomass / Geothermal","Primary Fuel","2046","0.293000"
"Current Measures","Manitoba","Biomass / Geothermal","Primary Fuel","2047","0.000000"
"Current Measures","Manitoba","Biomass / Geothermal","Primary Fuel","2048","0.000000"
"Current Measures","Manitoba","Biomass / Geothermal","Primary Fuel","2049","0.000000"
"Current Measures","Manitoba","Biomass / Geothermal","Primary Fuel","2050","59.603000"
"Current Measures","Manitoba","Coal & Coke","Primary Fuel","2005","413.257300"
"Current Measures","Manitoba","Coal & Coke","Primary Fuel","2006","316.984300"
"Current Measures","Manitoba","Coal & Coke","Primary Fuel","2007","380.970000"
"Current Measures","Manitoba","Coal & Coke","Primary Fuel","2008","380.184900"
"Current Measures","Manitoba","Coal & Coke","Primary Fuel","2009","137.785100"
"Current Measures","Manitoba","Hydro / Wave / Tidal","Primary Fuel","2005","36440.000000"
"Current Measures","Manitoba","Hydro / Wave / Tidal","Primary Fuel","2006","33651.000000"
"Current Measures","Manitoba","Hydro / Wave / Tidal","Primary Fuel","2007","33513.000000"
"Current Measures","Manitoba","Hydro / Wave / Tidal","Primary Fuel","2008","34588.000000"
"Current Measures","Manitoba","Hydro / Wave / Tidal","Primary Fuel","2009","33549.000000"
"Current Measures","Manitoba","Hydro / Wave / Tidal","Primary Fuel","2010","33268.922000"
"Current Measures","Manitoba","Hydro / Wave / Tidal","Primary Fuel","2011","34206.290000"
"Current Measures","Manitoba","Hydro / Wave / Tidal","Primary Fuel","2012","32185.436000"
"Current Measures","Manitoba","Hydro / Wave / Tidal","Primary Fuel","2013","35337.165000"
"Current Measures","Manitoba","Hydro / Wave / Tidal","Primary Fuel","2014","34494.874000"
"Current Measures","Manitoba","Hydro / Wave / Tidal","Primary Fuel","2015","34773.941000"
"Current Measures","Manitoba","Hydro / Wave / Tidal","Primary Fuel","2016","36599.445000"
"Current Measures","Manitoba","Hydro / Wave / Tidal","Primary Fuel","2017","35990.529000"
"Current Measures","Manitoba","Hydro / Wave / Tidal","Primary Fuel","2018","30732.183000"
"Current Measures","Manitoba","Hydro / Wave / Tidal","Primary Fuel","2019","32934.890000"
"Current Measures","Manitoba","Hydro / Wave / Tidal","Primary Fuel","2020","36165.561000"
"Current Measures","Manitoba","Hydro / Wave / Tidal","Primary Fuel","2021","27983.809000"
"Current Measures","Manitoba","Hydro / Wave / Tidal","Primary Fuel","2022","36737.323000"
"Current Measures","Manitoba","Hydro / Wave / Tidal","Primary Fuel","2023","32307.463000"
"Current Measures","Manitoba","Hydro / Wave / Tidal","Primary Fuel","2024","30424.562000"
"Current Measures","Manitoba","Hydro / Wave / Tidal","Primary Fuel","2025","31512.930000"
"Current Measures","Manitoba","Hydro / Wave / Tidal","Primary Fuel","2026","31274.666000"
"Current Measures","Manitoba","Hydro / Wave / Tidal","Primary Fuel","2027","31190.681000"
"Current Measures","Manitoba","Hydro / Wave / Tidal","Primary Fuel","2028","31267.359000"
